mhy_id,name,element,country,nick_name,title,gender,rarity,pool,constellation,special_cuisine,equip_date,tag,introduction,label,weapon_type,organization,break_material,skill_material,weapon_choice,constellation2,icon
1627,胡桃,火,璃月,暂无,雪霁梅香,女,5星,限定UP,引蝶座,幽幽大行军,2021年03月02日,自身附魔、自身治疗、暴击提升、自身伤害提升、烹饪、自身体力消耗降低、自身抗打断、自身抗性提高,往生堂七十七代堂主，年纪轻轻就已主掌璃月的葬仪事务,character,长柄武器,往生堂,"['燃愿玛瑙碎屑*1', '燃愿玛瑙断片*9', '燃愿玛瑙块*9', '燃愿玛瑙*6', '未熟之玉*46', '霓裳花*168', '骗骗花蜜*18', '微光花蜜*30', '原素花蜜*36', '摩拉*2092530']","['勤劳的教导*9', '勤劳的指引*63', '勤劳的哲学*114', '骗骗花蜜*18', '微光花蜜*66', '原素花蜜*93', '魔王之刃·残片*18', '智识之冕*3']","{'护摩之杖': '提供高额暴击伤害加成，并提升胡桃对生命值属性的利用能力，能够有效提升胡桃的输出能力。', '和璞鸢': '提供中量的暴击率加成，武器特效可提升胡桃的伤害输出。', '决斗之枪': '该武器提供的暴击率可较有效地提升胡桃的伤害输出', '匣里灭辰': '该武器提供的元素精通和特效中提供的对水/火元素附着敌人的伤害提升效果可有效提升围绕蒸发反应配置的角色的伤害输出。'}","['赤团开时斜飞去', '最不安神晴又复雨', '逗留采血色', '伴君眠花房', '无可奈何燃花作香', '幽蝶能留一缕芳']",https://uploadstatic.mihoyo.com/ys-obc/2021/08/23/75276545/8980427ee3cecce2a46400d2c0af6d20_4290442929626456243.png
3276,荒泷一斗,岩,璃月,一斗,花坂豪快,男,5星,限定UP,天牛座,强者之道,2020年11月24日,暂无,荒泷一斗是鬼族的后裔，性情豪爽热血的快意男儿。如风一般迅猛，也如雷一般夺目。,character,双手剑,荒泷派,"['坚牢黄玉碎屑*1', '坚牢黄玉断片*9', '坚牢黄玉块*9', '坚牢黄玉*6', '兽境王器*46', '鬼兜虫*168', '史莱姆凝液*18', '史莱姆清*30', '史莱姆原浆*36', '摩拉*2092530']","['风雅的教导*9', '风雅的指引*63', '风雅的哲学*114', '史莱姆凝液*18', '史莱姆清*66', '史莱姆原浆*93', '灰烬之心*18', '智识之冕*3']","{'赤角石溃杵': '荒泷一斗的突破属性为暴击率，刚好与该武器副属性暴击伤害加成相辅相成，同时该武器的被动效果在提升防御力的同时可以基于防御力提升普通攻击与重击的伤害，是荒泷一斗的毕业武器。', '螭骨剑': '该武器的副属性是暴击率，佩戴该武器可以有效减轻圣遗物方面暴击率的需求，在圣遗物的理之冠上也有了更灵活的选择。同时该武器被动效果提供的伤害加成也可以有效提升荒泷一斗的输出能力。', '白影剑': '荒泷一斗的突破属性为暴击率，有效降低了佩戴该武器的门槛，同时该武器无论副属性还是被动效果都可以大幅提升荒泷一斗的输出能力，是四星武器中不错的选择。'}","['倘若不知，我讲你听', '纠集众人，斗倒御岳', '水陆自在，牛王同行', '奉行牢狱，茶饭之所', '十年花坂，皆知我名', '在下荒泷一斗是也']",https://uploadstatic.mihoyo.com/ys-obc/2021/12/14/16314655/567d0cf114a7f799d650df6e4c7cc0e2_8422200515118882596.jpg
2402,九条裟罗,雷,稻妻,九条,黑羽鸣镝,女,4星,常驻UP,羽团扇座,永恒的信仰,2021年09月01日,加攻、爆伤提升、能量回复、派遣,天领奉行的大将，杀伐果断，骁勇善战。,character,弓,天领奉行,"['最胜紫晶碎屑*1', '最胜紫晶断片*9', '最胜紫晶块*9', '最胜紫晶*6', '雷霆数珠*46', '血斛*168', '破损的面具*18', '污秽的面具*30', '不祥的面具*36', '摩拉*2092530']","['风雅的教导*51', '风雅的指引*21', '风雅的哲学*114', '破损的面具*18', '污秽的面具*66', '不祥的面具*89', '灰烬之心*18', '智识之冕*3']","{'终末嗟叹之诗': '提供较高的元素充能效率，能够使九条裟罗更频繁地使用大招进行输出。同时，武器特效增加全队元素精通和攻击力也有助于提高全队的输出。', '天空之翼': '基础攻击力极高的武器，可以进一步提升九条裟罗对其他角色的攻击力加成。', '祭礼弓': '基础攻击力高，同时提供了不错的元素充能效率。', '暗巷猎手': '基础攻击力高，同时武器特效可有效提升速切流九条裟罗的伤害输出能力。', '西风猎弓': '虽然基础攻击力较低，但能够有效缓解全队充能压力。'}","['乌眼', '鸦羽', '心魔', '彻证', '咒咏', '我界']",https://uploadstatic.mihoyo.com/ys-obc/2021/09/01/16314655/5284b4f47bf6d9e9451d79ad5066d744_9148992125502860596.png
4148,久岐忍,雷,稻妻,暂无,烦恼刈除,女,4星,常驻UP,烦恼刈座,蛋包饭,2021年7月27日,暂无,“荒泷派”二把手。脸上戴着一只造型别致的面铠，不苟言笑。很少有人知道，为什么这种级别的人才会跑去混街头帮派。更没有人知道，她面铠下藏着怎样的真容。,character,单手剑,荒泷派,"['最胜紫晶碎屑*1', '最胜紫晶断片*9', '最胜紫晶块*9', '最胜紫晶*6', '符纹之齿*46', '鸣草*168', '浮游干核*18', '浮游幽核*30', '浮游晶化核*36', '摩拉*2092530']","['风雅的教导*9', '风雅的指引*63', '风雅的哲学*114', '浮游干核*18', '浮游幽核*66', '浮游晶化核*93', '祸神之禊泪*18', '智识之冕*3']","{'磐岩结绿': '当且仅当想要极限最大化久岐忍的治疗量时，推荐使用磐岩结绿。', '苍古自由之誓': '久岐忍可较为简单地触发该武器特效的全队加成。同时，该武器提供的元素精通加成也可提升久岐忍的输出能力和治疗量。', '西风剑': '有效缓解全队充能压力，提升久岐忍的循环能力。', '铁蜂刺': '该武器提供的元素精通加成可提升久岐忍的输出能力和治疗量。', '暗铁剑': '该武器提供的元素精通加成可提升久岐忍的输出能力和治疗量。同时，作为三星武器，其养成成本较低，在缺乏养成资源时可优先考虑该武器。'}","['割舍怜悯之心', '割舍侥幸之心', '割舍痛苦之心', '割舍封闭之心', '割舍逢迎之心', '割舍软弱之心']",https://uploadstatic.mihoyo.com/ys-obc/2022/05/10/4328207/33c41932d1b5531ac73bca243c761816_9206912725698153960.png
76,凯亚,冰,蒙德,凯子哥/凯亚·亚尔伯里奇,寒风剑士,男,4星,常驻UP,孔雀羽座,果香串烤,2020年09月15日,护盾、能量回复、冲刺消耗减少、自身治疗、技能延长、自身伤害提升,异国面容的剑斗士，西风骑士团的头脑派人物。,character,单手剑,西风骑士团,"['哀叙冰玉碎屑*1', '哀叙冰玉断片*9', '哀叙冰玉块*9', '哀叙冰玉*6', '极寒之核*46', '嘟嘟莲*168', '寻宝鸦印*18', '藏银鸦印*30', '攫金鸦印*36', '摩拉*2092530']","['诗文的教导*9', '诗文的指引*63', '诗文的哲学*114', '寻宝鸦印*18', '藏银鸦印*66', '攫金鸦印*93', '北风的魂匣*18', '智识之冕*3']","{'风鹰剑': '凯亚的普通攻击伤害在众多角色中名列前茅，同时其自身的冰元素也有助于触发超导反应，因此将其作为物理输出来培养也是一个不错的想法。', '天空之刃': '凯亚的元素爆发具有脱手能力，因此可以作为副c来培养。这时的武器可以选择天空之刃。天空之刃的副属性提供大量的元素充能效率可以有效缩短凯亚元素爆发的空窗期。', '黑剑': '该武器能为物理普攻流凯亚提供普攻/重击的伤害提升，回复血量的武器特效与凯亚的五破天赋相辅相成，锦上添花，大大增加了驻场输出凯亚的生存能力，但基于四星武器的面板短板，物理流凯亚的最优毕业武器还是风鹰剑。'}","['卓越的血脉', '无尽的霜舞', '凛冽的冰戏', '极寒的轻吻', '至冷的拥抱', '轮旋的冰凌']",https://uploadstatic.mihoyo.com/ys-obc/2021/08/23/75276545/60d8b985eef1e6e0e959410893a75dc0_6659933186171988912.png
4781,坎蒂丝,水,须弥,暂无,浮金的誓愿,女,4星,常驻UP,箭盾座,关怀备至,2021年5月3日,暂无,有着琥珀色左眼的赤王后裔，阿如村的守护者，为人温柔和善。在她的守护下，几乎没人能够危害阿如村。,character,长柄武器,阿如村,"['涤净青金碎屑*1', '涤净青金断片*9', '涤净青金块*9', '涤净青金*6', '导光四面体*46', '赤念果*168', '褪色红绸*18', '镶边红绸*30', '织金红绸*36', '摩拉*2092530']","['诤言的教导*9', '诤言的指引*63', '诤言的哲学*114', '褪色红绸*18', '镶边红绸*66', '织金红绸*93', '祸神之禊泪*18', '智识之冕*3']","{'黑缨枪': '提供生命值加成。过渡期可考虑使用；充能压力较低的纯辅助坎蒂丝可考虑使用。', '西风长枪': '有效缓解全队充能效率。', '喜多院十文字': '提高元素充能效率，一定程度上能够提升元素爆发的伤害输出。', '试作星镰': '较有效地缓解自身充能压力。', '护摩之杖': '提高元素充能效率，普通攻击，重击伤害。仅推荐新手过渡期使用。', '和璞鸢': '提高生命值/攻击力/暴击伤害，需要坎蒂丝输出时可以选择。', '决斗之枪': '提供暴击率/攻击力/元素伤害加成，但需要一段时间堆叠加成。坎蒂丝驻场输出时可以选择。'}","['赤沙的归嗣', '贯月的耀锋', '织狩的奉祀', '守戍的誓命', '萦金的苍瞳', '衍溢的汐潮']",https://uploadstatic.mihoyo.com/ys-obc/2022/09/20/4328207/0587df6ac5144c9dd023b0f73ceaf8be_7837788427682725710.png
4333,柯莱,草,须弥,暂无,萃念初蘖,女,4星,常驻UP,薮猫座,口袋饼,2021年5月8日,暂无,活跃于道成林的见习巡林员。积极乐观，热情善良,character,弓,化城郭,"['生长碧翡碎屑*1', '生长碧翡断片*9', '生长碧翡块*9', '生长碧翡*6', '蕈王钩喙*46', '树王圣体菇*168', '牢固的箭簇*18', '锐利的箭簇*30', '历战的箭簇*36', '摩拉*2092530']","['笃行的教导*9', '笃行的指引*63', '笃行的哲学*98','牢固的箭簇*18', '锐利的箭簇*66', '历战的箭簇*93', '祸神之禊泪*18', '智识之冕*3']","{'终末嗟叹之诗': '提供充能效率，技能触发稳定，为全队提供攻击力与元素精通。', '绝弦': '元素精通提高反应系数，技能无条件为元素战技、元素爆发增伤。', '祭礼弓': '双元素战技既可优化充能，也可增加元素反应次数，补充更多伤害。', '西风猎弓': '提供高额充能效率，技能优化全队能量循环。', '风花之颂': '精通数值同绝弦，技能提供攻击力。'}","['巡护深林', '漫行山薮', '夏堇芳菲', '骞林馈遗', '俱象残火', '坠镞为林']",https://uploadstatic.mihoyo.com/ys-obc/2022/08/23/75379475/a0150a8489abc5011a44b4f6419ccec7_2812696932246907984.png
55,可莉,火,蒙德,暂无,逃跑的太阳,女,5星,限定UP,四叶草座,鱼香吐司,2020年10月20日,减防、能量回复、伤害提升、特产探索,西风骑士团禁闭室的常客，蒙德的爆破大师。人称逃跑的太阳。,character,法器,西风骑士团,"['燃愿玛瑙碎屑*1', '燃愿玛瑙断片*9', '燃愿玛瑙块*9', '燃愿玛瑙*6', '常燃火种*46', '慕风蘑菇*168', '导能绘卷*18', '封魔绘卷*30', '禁咒绘卷*36', '摩拉*2092530']","['自由的教导*9', '自由的指引*63', '自由的哲学*114', '导能绘卷*18', '封魔绘卷*66', '禁咒绘卷*93', '北风之环*18', '智识之冕*3']","{'神乐之真意': '增加暴击伤害并提供高额的元素战技伤害加成和元素伤害加成。', '四风原典': '增加暴击率并提供元素伤害加成。', '尘世之锁': '提供较高额的攻击力加成', '流浪乐章': '提供短时间高额加成，比较适合爆发输出型角色', '匣里日月': '提供较高额的元素战技伤害加成', '嘟嘟可故事集': '提供较高额的重击伤害加成和攻击力加成'}","['连环轰隆', '破破弹片', '可莉特调', '一触即发', '轰击之星', '火力全开']",https://uploadstatic.mihoyo.com/ys-obc/2021/06/21/283462834/d2972c634d9d81979774b22b49d1ab01_887661176891008491.png
1058,刻晴,雷,璃月,刻师傅/牛杂师傅,霆霓快雨,女,5星,常驻UP,金紫定垂座,绝境求生烤鱼,2020年09月15日,位移、能量回复、派遣、自身附魔、自身伤害提升,璃月七星之一，玉衡星。对帝君一言而决的璃月颇有微词——但实际上，神挺欣赏她这样的人。,character,单手剑,璃月七星,"['最胜紫晶碎屑*1', '最胜紫晶断片*9', '最胜紫晶块*9', '最胜紫晶*6', '雷光棱镜*46', '石珀*168', '骗骗花蜜*18', '微光花蜜*30', '原素花蜜*36', '摩拉*2092530']","['繁荣的教导*9', '繁荣的指引*63', '繁荣的哲学*114', '骗骗花蜜*18', '微光花蜜*66', '原素花蜜*93', '北风之环*18', '智识之冕*3']","{'磐岩结绿': '副词条优秀，很容易提高面板，对圣遗物压力小，不过相对其他五星来说增伤不是特别明显。', '雾切之回光': '特效很容易触发，且伤害提升明显。适合主要输出雷元素伤害的刻晴使用。', '风鹰剑': '适合物伤向，很高的基础攻击力，特效提供攻击力加成，对敌人造成物理伤害。', '斫峰之刃': '优秀的五星武器，不过需搭配给盾的队友才能很好发挥作用。', '黑剑': '四星里较好用的武器，能够提供暴击率和伤害加成。', '匣里龙吟': '四星里较好用的武器，更适合雷伤向，缺点是面板很难成型，且对无法附着雷元素敌人时较弱。'}","['雷厉', '苛捐', '登楼', '调律', '移灯', '廉贞']",https://uploadstatic.mihoyo.com/ys-obc/2021/08/23/75276545/666155bbd60391341253e4b1daace9d4_2687379046030308520.png
2404,雷电将军,雷,稻妻,雷电影/影/巴尔泽布/雷神,一心净土,女,5星,限定UP,天下人座,团子牛奶,2021年09月01日,加攻、伤害提升、能量回复、冷却缩减、突破返还、自身抗打断、自身伤害提升、感电免疫,其身为御建鸣神主尊大御所大人，许稻妻人民以亘古不变的永恒。,character,长柄武器,万民堂,"['最胜紫晶碎屑*1', '最胜紫晶断片*9', '最胜紫晶块*9', '最胜紫晶*6', '雷霆数珠*46', '天云草实*168', '破旧的刀镡*18', '影打刀镡*30', '名刀镡*36', '摩拉*2092530']","['天光的教导*9', '天光的指引*63', '天光的哲学*114', '破旧的刀镡*18', '影打刀镡*66', '名刀镡*93', '熔毁之刻*18', '智识之冕*3']","{'薙草之稻光': '外观高度适配雷电将军，在提供高额的元素充能效率的同时提升雷电将军对元素充能效率属性的利用能力。', '护摩之杖': '提供攻击力加成和暴击伤害加成，有效提升雷电将军的输出能力', '和璞鸢': '提供攻击力加成、暴击率加成和伤害加成，有效提升雷电将军的输出能力', '天空之脊': '基础攻击力较高，同时能提供一定的元素充能效率和暴击率。武器特效提供的攻击速度能够一定程度上改善雷电将军的手感。', '西风长枪': '提供元素充能效率，同时武器特效能够有效提升雷电将军元素爆发的伤害输出', '决斗之枪': '提供元素充能效率，特效产出的元素能量微粒则能够进一步提升雷电将军回复全队角色的元素能量的能力。'}","['恶曜卜词', '斩铁断金', '真影旧事', '誓奉常道', '凶将显形', '负愿前行']",https://uploadstatic.mihoyo.com/ys-obc/2021/09/01/16314655/4f2125e44d2b9e15611877eda1794ec7_7083452076426995696.png
56,雷泽,雷,蒙德,暂无,狼少年,男,4星,常驻UP,小狼座,爪爪土豆饼,2020年09月15日,减防、冲刺消耗减少、自身伤害提升、自身抗性提高、自身抗打断、感电免疫,住在蒙德地区奔狼领，远离城市与人群，和狼一同生活的少年。直觉锐利，身姿迅捷。,character,长柄武器,稻妻城,"['最胜紫晶碎屑*1', '最胜紫晶断片*9', '最胜紫晶块*9', '最胜紫晶*6', '雷光棱镜*46', '钩钩果*168', '破损的面具*18', '污秽的面具*30', '不祥的面具*36', '摩拉*2092530']","['抗争的教导*9', '抗争的指引*63', '抗争的哲学*114', '破损的面具*18', '污秽的面具*66', '不祥的面具*89', '东风之爪*18', '智识之冕*3']","{'松籁响起之时': '高额基础攻击力与物理伤害加成非常适配雷泽。', '无工之剑': '提供高额攻击力，有效解决雷泽攻击力较低的问题。', '狼的末路': '同上。', '天空之傲': '雷泽可以很好的吃到天空之傲的技能加成', '螭骨剑': '螭骨剑有着优秀的暴击率和四星武器里最高的伤害加成', '试作古华': '古华剑获得门槛低加伤可观，作为过渡选择非常优秀'}","['狼性', '压制', '兽魂', '撕咬', '利爪', '天狼']",https://uploadstatic.mihoyo.com/ys-obc/2021/08/23/75276545/24edfa5586de73329a2b2c5c5d4262a3_3505783202009716970.png
92,丽莎,雷,蒙德,丽莎·敏兹,蔷薇魔女,女,4星,常驻UP,沙漏座,魔法肉酱面,2020年09月15日,减防、炼金返还、自身抗打断,慵懒而博学的图书管理员，须弥教令院两百年一见的天才毕业生。,character,法器,西风骑士团,"['最胜紫晶碎屑*1', '最胜紫晶断片*9', '最胜紫晶块*9', '最胜紫晶*6', '雷光棱镜*46', '落落莓*168', '史莱姆凝液*18', '史莱姆清*30', '史莱姆原浆*36', '摩拉*2092530']","['诗文的教导*9', '诗文的指引*63', '诗文的哲学*114', '史莱姆凝液*18', '史莱姆清*66', '史莱姆原浆*93', '东风之爪*18', '智识之冕*3']","{'神乐之真意': '不错的基础攻击力与暴击伤害副词条，加上非常容易叠加层次的特效，对于主c向来说十分契合。', '天空之卷': '高白值，适合绝大多数法器角色使用。', '四风原典': '仅在丽莎作为站场主输出时推荐使用，速切打法/辅助角色无法吃满武器效果加成。', '匣里日月': '副属性加暴击率，配合短e能获得一定伤害加成，是较为泛用的一把四星武器。', '流浪乐章': '拥有暴击伤害副属性，且特效往往也能提升面板，四星主输出武器首选。', '万国诸海图谱': '提供稳定的元素精通加成，适合丽莎作为元素反应队的辅助时使用。'}","['无限的电回路', '空间电势结界', '谐振的雷光', '如雨的电浆', '等离态的落雷', '脉冲的魔女']",https://uploadstatic.mihoyo.com/ys-obc/2021/08/23/75276545/014d59ec5b78c3499b90f45fc80c00a4_5392359609224242061.png
4197,鹿野院平藏,风,稻妻,暂无,心朝乂安,男,4星,常驻UP,幼鹿座,唯一的真相,2021年7月24日,暂无,天领奉行的少年侦探，自由散漫，开朗活泼。,character,法器,天领奉行,"['自在松石碎屑*1', '自在松石断片*9', '自在松石块*9', '自在松石*6', '符纹之齿*46', '鬼兜虫*168', '寻宝鸦印*18', '藏银鸦印*30', '攫金鸦印*36', '摩拉*2092530']","['浮世的教导*9', '浮世的指引*63', '浮世的哲学*114', '攫金鸦印*93', '万劫之真意*18', '智识之冕*3']","{'神乐之真意': '该武器可提供高额的元素战技伤害加成，对输出伤害中有较高比例源于元素战技的角色的提升非常明显。', '天空之卷': '该武器可提供较为稳定的伤害加成。', '尘世之锁': '该武器可在护盾加持下提供较高的攻击力加成。', '四风原典': '该武器特效可提供元素伤害加成。由于其武器特效需要角色长时间驻场触发，更推荐在大世界/联机战斗中使用。', '匣里日月': '该武器的特效可有效增益鹿野院平藏的所有常用攻击手段。', '流浪乐章': '武器特效可提供持续时间较短的高额伤害加成。', '忍冬之果': '锻造获取，缺乏其他可用武器时的下位替代。'}","['称名少年事件簿', '殊解诸因探案集', '暗文隐语谜题册', '虚言假说百物语', '禁室密所大图鉴', '奇想天开捕物帐']",https://uploadstatic.mihoyo.com/ys-obc/2022/07/09/4328207/cc145e6cd2f0dacb39ce36f7ebf257fc_7138351098291917226.png
4074,旅行者（空）,暂无,暂无,旅行者,旅行者,男/女,5星,常驻UP,旅人座,暂无,2020年09月15日,属性变换、暴击提升、能量回复、自身伤害提升、控制、减抗、自身治疗,从世界之外漂流而来的旅行者，被神带走血亲，自此踏上寻找七神之路。,character,单手剑,暂无,"['璀璨原钻碎屑*1', '璀璨原钻断片*9', '璀璨原钻块*9', '璀璨原钻*6', '风车菊*168', '破损的面具*18', '污秽的面具*30', '不祥的面具*36', '摩拉*2092530', '璀璨原钻碎屑*1']","['诤言的教导*9', '巧思的指引*33', '笃行的指引*12', '诤言的指引*18', '笃行的哲学*60', '孢囊晶尘*93', '诤言的哲学*18', '巧思的哲学*36', '凶将之手眼*6', '浮世的教导*9', '风雅的指引*33', '天光的指引*12', '浮世的指引*18', '天光的哲学*60', '名刀镡*93', '浮世的哲学*18', '风雅的哲学*36', '龙王之冕*6', '自由的教导*12', '抗争的指引*35', '诗文的指引*16', '自由的指引*24', '诗文的哲学*80', '禁咒绘卷*124', '自由的哲学*24', '抗争的哲学*48', '东风的吐息*8', '繁荣的教导*6', '勤劳的指引*22', '黄金的指引*8', '繁荣的指引*12', '历战的箭簇*62', '繁荣的哲学*12', '勤劳的哲学*24', '黄金的哲学*36', '北风之尾*4', '抗争的指引*9']","{'苍古自由之誓': '草元素使用的单手剑。', '雾切之回光': '风，岩，草元素使用的输出单手剑。', '磐岩结绿': '风，岩，草元素使用的输出单手剑。', '天空之刃': '雷元素主角使用的带有充能属性的单手剑。', '西风剑': '雷元素主角使用的带有充能属性的单手剑。风，岩，草元素也可以使用。', '祭礼剑': '雷元素主角使用的带有充能属性的单手剑。风，岩，草元素也可以使用。', '腐殖之剑': '雷元素主角使用的带有充能属性的单手剑。风，岩，草元素也可以使用。', '黑剑': '风，岩，草元素使用的输出单手剑。', '铁蜂刺': '风，草元素使用的带有元素精通属性的输出单手剑。'}",[],https://uploadstatic.mihoyo.com/ys-obc/2022/05/24/4328207/cb560b65a2880d2fa03d1d25faa50805_8382943334706958229.png
