mhy_id,name,element,country,nick_name,title,gender,rarity,pool,constellation,special_cuisine,equip_date,tag,introduction,label,weapon_type,organization,break_material,skill_material,weapon_choice,constellation2,icon
2606,托马,火,稻妻,暂无,渡来介者,男,4星,常驻UP,赤楯座,暖意,2021年11月02日,暂无,社奉行神里家的家政官，同时也是活跃在稻妻的“地头蛇”。为人友善又富有亲和力，不论身处何处都能轻易融入人群。乍看似乎是个非常随性的人，实际上却很有责任感。无论对待工作或人际都有着格外认真的一面。,character,长柄武器,社奉行,"['燃愿玛瑙碎屑*1', '燃愿玛瑙断片*9', '燃愿玛瑙块*9', '燃愿玛瑙*6', '阴燃之珠*46', '幽灯蕈*168', '寻宝鸦印*18', '藏银鸦印*30', '攫金鸦印*36', '摩拉*2092530']","['浮世的教导*9', '浮世的指引*63', '浮世的哲学*114', '寻宝鸦印*18', '藏银鸦印*66', '攫金鸦印*93', '狱火之蝶*18', '智识之冕*3']","{'天空之脊': '天空之脊可以为托马提供不俗的元素充能效率，保证元素爆发的释放。', '薙草之稻光': '薙草之稻光可为托马提供大量元素充能效率，并提高整体伤害，保证元素爆发的释放。', '护摩之杖': '护摩之杖可以为托马提供一定生命值，增加元素战技和元素爆发的护盾量，如需佩戴圣遗物请保证足够的元素充能效率。', '喜多院十文字': '喜多院十文字是一把较为契合托马也较容易获得的武器，武器技能所提供的元素能量恢复效果降低了一部分圣遗物充能词条需求，提供的元素精通加成也能提高托马在搭配其他元素角色时，大招后手触发元素反应的伤害。对主要触发烈绽放反应的托马尤其适用。', '西风长枪': '西风长枪的主要作用是是保证元素爆发的循环，佩戴时圣遗物副词条须适当选择暴击率，保证武器回复元素能量技能的触发。', '渔获': '渔获也是相对容易获得的一把四星武器，主词条提供不俗的元素充能效率，武器技能增加元素爆发的暴击率和伤害，是较为契合托马的一把武器。', '黑缨枪': '黑缨枪可为托马提供大量生命值属性，显著提高元素战技和元素爆发的护盾量，但对圣遗物的元素充能效率需求较高。'}","['同袍的义理', '僚佐的才巧', '御敌的执定', '用臣的久计', '野火的豪烈', '炽烧的至心']",https://uploadstatic.mihoyo.com/ys-obc/2021/11/02/16314655/f4b404cae89b96327a5b87500f7833c9_6577116317420146203.png
57,温迪,风,蒙德,巴巴托斯/吟游诗人/卖唱的,风色诗人,男,5星,限定UP,歌仙座,真·风神杂烩菜,2020年09月28日,控制、聚怪、减抗、能量回复、滑翔消耗减少、自身伤害提升,蒙德城诸多吟游诗人中的一位，自由自在地穿行在街头巷尾,character,弓,蒙德城,"['自在松石碎屑*1', '自在松石断片*9', '自在松石块*9', '自在松石*6', '飓风之种*46', '塞西莉亚花*168', '史莱姆凝液*18', '史莱姆清*30', '史莱姆原浆*36', '摩拉*2092530']","['诗文的教导*9', '诗文的指引*63', '诗文的哲学*114', '史莱姆凝液*18', '史莱姆清*66', '史莱姆原浆*93', '北风之尾*18', '智识之冕*3']","{'终末嗟叹之诗': '温迪的元素爆发可以迅速触发被动来提供千年的大乐章团队加成。', '冬极白星': '冬极白星能直接提高伤害，并且还能增加攻击力加成。', '天空之翼': '天空之翼可以提供暴击与爆伤。', '绝弦': '绝弦可以直接增加元素战技与元素爆发的伤害。', '西风猎弓': '有效缓解全队充能压力。', '风花之颂': '释放元素战技可以获得攻击力加成，随后再释放元素爆发即可获得提升，而精通副属性也对温迪有提升。'}","['弦发的苍风', '眷恋的泠风', '千风的诗篇', '自由的凛风', '高天的协奏', '抗争的暴风']",https://uploadstatic.mihoyo.com/ys-obc/2021/08/23/75276545/3008da32b80ba05f243bc2c858b534b5_540461000064419548.png
3275,五郎,岩,稻妻,暂无,戎犬锵锵,男,4星,常驻UP,柴犬座,常胜传说,2021年11月24日,暂无,海祇岛珊瑚宫反抗军的大将。在战场上独当一面，越战越勇，关键时刻非常值得信赖。,character,弓,海祇岛,"['坚牢黄玉碎屑*1', '坚牢黄玉断片*9', '坚牢黄玉块*9', '坚牢黄玉*6', '恒常机关之心*46', '珊瑚真珠*168', '浮游干核*18', '浮游幽核*30', '浮游晶化核*36', '摩拉*2092530']","['天光的教导*9', '天光的指引*63', '天光的哲学*114', '浮游干核*18', '浮游幽核*66', '浮游晶化核*93', '熔毁之刻*18', '智识之冕*3']","{'终末嗟叹之诗': '五郎的定位是后台辅助，该武器的副词条是元素充能效率，可以有效缓解五郎元素爆发80能量需求的充能压力，被动效果也可以在后台触发，为场上主c提供元素精通以及攻击力加成。虽然作为岩系辅助，元素精通对于提升输出没有帮助，但可以增加结晶盾的厚度，再辅以五郎元素爆发吸引结晶盾的效果，可以极大提升主c的生存能力。', '西风猎弓': '西风猎弓作为四星武器较为容易获得甚至高精炼，该武器的被动效果可以有效缓解五郎的充能压力，优化全队的技能循环，但是有一定暴击率的要求。', '祭礼弓': '祭礼弓的优势在于刷新元素战技CD，可以灵活应对机动性较高的敌人，不再画地为牢。而且副属性元素充能效率也可以缓解五郎的充能压力，但如果想较为稳定的刷新CD，还需要高精炼才可以。'}","['犬奔·疾如风', '犬坐·稳如钟', '犬爪·势如火', '犬舐·温如水', '犬突·动如雷', '犬勇·忠如山']",https://uploadstatic.mihoyo.com/ys-obc/2021/12/14/16314655/1535aaa6189d4262445c0a66ead22eb9_8396030312270652951.png
112,香菱,火,卯香菱,蒙德,万民百味,女,4星,常驻UP,长杓座,万民堂水煮鱼,2020年09月15日,加攻、减抗、伤害提升、烹饪,来自璃月，名声在外的少女厨师，对料理之道极具热情，拿手麻辣菜肴堪称一绝。,character,长柄武器,璃月仙人,"['燃愿玛瑙碎屑*1', '燃愿玛瑙断片*9', '燃愿玛瑙块*9', '燃愿玛瑙*6', '常燃火种*46', '绝云椒椒*168', '史莱姆凝液*18', '史莱姆清*30', '史莱姆原浆*36', '摩拉*2092530', '摩拉*2092530']","['勤劳的教导*9', '勤劳的指引*63', '勤劳的哲学*114', '史莱姆凝液*18', '史莱姆清*66', '史莱姆原浆*93', '东风之爪*18', '智识之冕*3']","{'薙草之稻光': '该武器提供的高额元素充能效率加成和攻击力加成适合使用绝缘之旗印四件套的香菱。', '护摩之杖': '该武器提供的暴击伤害加成和攻击力加成可有效提升香菱的伤害输出能力', '和璞鸢': '该武器提供的暴击率/攻击力/伤害加成能够较为有效地提升香菱的输出能力。但需要注意的是，该武器的特效需要角色驻场攻击来堆叠。', '天空之脊': '该武器提供的元素充能效率可一定程度上缓解香菱的充能压力。', '渔获': '香菱伤害来源主要是元素爆发，该武器在副词缀上减少了香菱的充能循环压力，副词缀上提高了元素爆发的伤害，是可肝四星武器里最适合香菱的。', '决斗之枪': '该武器提供的高额暴击率加成和攻击力加成可以有效提升香菱的输出能力。'}","['外酥里嫩', '大火宽油', '武火急烹', '文火慢煨', '锅巴凶猛', '大龙卷旋火轮']",https://uploadstatic.mihoyo.com/ys-obc/2021/08/23/75276545/83a69074378a0837ca65d33e9052d729_6648871595979928785.png
2124,宵宫,火,稻妻,长野原宵宫,琉焰华舞,女,5星,限定UP,琉金座,夏祭游鱼,2021年08月10日,加攻、家园制造相关、自身附魔、自身伤害提升,长野原烟花店店长，夏祭的女王，将人们的愿望寄托于烟花中的能工巧匠。,character,弓,长野原烟花店,"['燃愿玛瑙碎屑*1', '燃愿玛瑙断片*9', '燃愿玛瑙块*9', '燃愿玛瑙*6', '阴燃之珠*46', '鸣草*168', '导能绘卷*18', '封魔绘卷*30', '禁咒绘卷*36', '摩拉*2092530']","['浮世的教导*6', '浮世的指引*63', '浮世的哲学*114', '导能绘卷*18', '封魔绘卷*66', '禁咒绘卷*93', '龙王之冕*18', '智识之冕*3']","{'飞雷之弦振': '该武器副词缀为暴击伤害，非常契合以暴击率为突破属性的宵宫；而且宵宫只需要佩戴追忆之注连四件套，开启元素战技并进行一次普通攻击就可以触发满层特效，层数的持续时间也和宵宫元素战技持续时间相近。是宵宫五星武器中的毕业武器。', '冬极白星': '该武器副词缀为暴击率，且能够提供攻击力加成，缺点是宵宫无法完全触发该武器的特效，只能说是宵宫在五星武器里的一种选择。', '天空之翼': '天空之翼能为宵宫提供比较平衡的双暴面板，缺点是不能为宵宫提供元素增伤，而宵宫自身的增伤区间并不高，只能说是宵宫在五星武器里的一种选择。', '弓藏': '该武器特化了普通攻击输出，而宵宫则是普通攻击特化的角色，该武器对宵宫伤害提升的覆盖率远远超过其他角色，满精的弓藏对宵宫来说仅次于精一的飞雷弓，甚至高于精一的天空之翼。'}","['赤玉琉金', '万灯送火', '鼠火戏法', '花火职人心得', '真夏宵祭锦绘', '长野原龙势流星群']",https://uploadstatic.mihoyo.com/ys-obc/2021/08/10/75276545/43014af35ae9c4cdf19a8323aa04a0a9_2108182380466335233.png
1498,魈,风,璃月,夜叉,护法夜叉,男,5星,限定UP,金翅鹏王座,美梦,2021年02月03日,位移、攀爬消耗减少、自身伤害提升、下落免疫,守护璃月的仙人，夜叉。美号降魔大圣，妙称护法夜叉大将。,character,法器,天领奉行,"['自在松石碎屑*1', '自在松石断片*9', '自在松石块*9', '自在松石*6', '未熟之玉*46', '清心*168', '史莱姆凝液*18', '史莱姆清*30', '史莱姆原浆*36', '摩拉*2092530']","['繁荣的教导*9', '繁荣的指引*63', '繁荣的哲学*114', '史莱姆凝液*18', '史莱姆清*66', '史莱姆原浆*93', '武炼之魂·孤影*18', '智识之冕*3']","{'和璞鸢': '该武器副属性不仅满足了魈暴击率需求，而且堆叠武器技能效果也十分容易，能轻松获得较高攻击力与伤害加成。同时，武器外观也与魈较为适配。', '护摩之杖': '魈开启元素爆发期间会持续损失生命值，更容易从该武器中获取更高的攻击力提升。但低生命值容易使魈被怪物击杀，故在使用该武器时队伍中最好存在护盾角色。', '贯虹之槊': '提供高额攻击力加成，特别是在队伍中有其他角色提供护盾的情况下。', '黑岩刺枪': '攻击大量较脆弱敌人时可为魈提供较高的攻击力加成。', '千岩长枪': '魈作为璃月角色可至少获取一层该武器特效，在队伍中安排更多璃月角色则可进一步提升该武器的效果。', '决斗之枪': '提供高额暴击率与攻击力加成，可有效提高魈的伤害输出。', '白缨枪': '解决了上述武器你一把都没有的问题的绝世好枪。对普攻流魈（一般搭配云堇使用）效果更好。'}","['坏劫·毁坏三界', '空劫·虚空华开敷变', '降魔·忿怒显相', '神通·诸苦灭尽', '成劫·无明增长', '降魔·护法夜叉']",https://uploadstatic.mihoyo.com/ys-obc/2021/08/23/75276545/a02533e3ac055344982bcfd04865ae72_6103227973780149519.png
1291,辛焱,火,璃月,暂无,燥热旋律,女,4星,常驻UP,红檀四弦座,摇·滚·鸡！,2020年12月01日,护盾、减抗、伤害提升、元素附着、烹饪,璃月港唯一的摇滚歌手，以音乐和热情歌颂着对成见的反抗。,character,双手剑,红弦,"['燃愿玛瑙碎屑*1', '燃愿玛瑙断片*9', '燃愿玛瑙块*9', '燃愿玛瑙*6', '常燃火种*46', '琉璃袋*168', '寻宝鸦印*18', '藏银鸦印*30', '攫金鸦印*36', '摩拉*2092530']","['黄金的教导*9', '黄金的指引*57', '黄金的哲学*114', '寻宝鸦印*18', '藏银鸦印*66', '攫金鸦印*93', '黄金的指引*6', '吞天之鲸·只角*18', '智识之冕*3']","{'赤角石溃杵': '爆伤副属性，对防御力普通攻击重击都有加成，虽然对速切向的大招没有直接增益，但高爆伤伤害也不低。目前版本首选(2.4)', '狼的末路': '直接提高攻击力，而且全队都有高额攻击力加成十分好用。', '天空之傲': '该武器能够弥补辛焱白值较低的问题，同时提供一定的充能效率，能够一定程度上提升元素爆发的输出量和释放频率。', '螭骨剑': '最为推荐的四星武器，副词条有用，特效直接加强伤害，自身带盾也并不害怕掉层数。', '白影剑': '对满命辛焱来说能加强盾和重击伤害，如果单纯套盾也能起到很好的作用。', '试作古华': '该武器武器特效造成的伤害属物理伤害，可以受到携带该武器的角色的面板物理伤害加成，刚好契合辛焱的输出方式。', '铁影阔剑': '能加强重击，不过三星终究是过渡用。'}","['绝命的加速', '开场即兴段', '摭分的指法', '节奏的传染', '返场的高呼', '地狱里摇摆']",https://uploadstatic.mihoyo.com/ys-obc/2021/08/23/75276545/a4b09e58a0d52ea0808b4cef5725ac93_6743022430414510479.png
241,行秋,水,璃月,水神,少年春衫薄,男,4星,常驻UP,锦织座,江湖百味,2020年09月15日,治疗、减抗、抗打断、伤害减免、元素附着、炼金返还、自身伤害提升,经常能在书摊看到的少年人。手执长剑，胸中常怀侠义之心。,character,单手剑,飞云商会,"['涤净青金碎屑*1', '涤净青金断片*9', '涤净青金块*9', '涤净青金*6', '净水之心*46', '霓裳花*168', '破损的面具*18', '污秽的面具*30', '不祥的面具*36', '摩拉*2092530']","['黄金的教导*9', '黄金的指引*63', '黄金的哲学*114', '破损的面具*18', '污秽的面具*66', '不祥的面具*89', '北风之尾*18', '智识之冕*3']","{'天空之刃': '高额基础攻击与元素充能非常适合行秋', '磐岩结绿': '能提供不错的输出属性，加强行秋爆发伤害，但缺少充能。', '祭礼剑': '祭礼剑的技能可以让行秋无缝衔接元素爆发'}","['重帘留香', '天青现虹', '织诗成锦', '孤舟斩蛟', '雨深闭门', '万文集此']",https://uploadstatic.mihoyo.com/ys-obc/2021/08/23/75276545/cd48b60376438c60dbaaa8a85e6a480b_2048377578381627282.png
1795,烟绯,火,璃月,暂无,智明无邪,女,4星,常驻UP,法兽座,自有方圆,2021年04月28日,自身体力消耗降低、自身伤害提升、特产探索、自身抗打断、护盾,活跃在璃月港的知名律师咨询师，混有仙兽血脉的精明少女。,character,法器,烟绯律法咨询事务所,"['燃愿玛瑙碎屑*1', '燃愿玛瑙断片*9', '燃愿玛瑙块*9', '燃愿玛瑙*6', '未熟之玉*46', '夜泊石*168', '寻宝鸦印*18', '藏银鸦印*30', '攫金鸦印*36', '摩拉*2092530']","['黄金的教导*9', '黄金的指引*63', '黄金的哲学*114', '寻宝鸦印*18', '藏银鸦印*66', '攫金鸦印*93', '血玉之枝*18', '智识之冕*3']","{'四风原典': '烟绯的驻场输出时间较长，能够较为有效地该武器的特效中获益，特别是在多人联机战斗时。', '尘世之锁': '烟绯解锁第四命之座后，可为自身附加护盾，有效获取该武器的攻击力加成，搭配钟离护盾效果更佳。', '天空之卷': '基础攻击力较高，可有效弥补烟绯基础攻击力低的问题。', '嘟嘟可故事集': '大幅提升重击伤害，对以重击作为主要攻击手段的烟绯的增益明显。', '流浪乐章': '通用的输出型法器，能够有效增幅几乎所有法器角色的伤害输出。'}","['占理不饶人', '最终解释权', '真火炼宝印', '丹书金铁券', '遵法切结书', '是额外条款']",https://uploadstatic.mihoyo.com/ys-obc/2021/08/23/75276545/b8952d8a5d2d266126ce370c4eb78438_4209492093986588378.png
4081,夜兰,水,璃月,沾露虾仁,兰生幽谷,女,5星,限定UP,幽客座,沾露虾仁,2021年4月20日,暂无,自称就职于总务司的神秘人士，却又是总务司名录里的“不存在之人”。神出鬼没，行踪飘忽，变幻无常，这些都是她的标志。,character,弓,岩上茶室,"['涤净青金碎屑*1', '涤净青金断片*9', '涤净青金块*9', '涤净青金*6', '符纹之齿*46', '星螺*168', '新兵的徽记*18', '士官的徽记*30', '尉官的徽记*36', '摩拉*2092530']","['繁荣的教导*9', '繁荣的指引*63', '繁荣的哲学*114', '新兵的徽记*18', '士官的徽记*66', '尉官的徽记*93', '鎏金之鳞*18', '智识之冕*3']","{'若水': '能够最为有效地提升夜兰的伤害输出能力。', '终末嗟叹之诗': '大幅提升元素充能效率，可有效缓解夜兰的充能压力。同时，夜兰的元素战技和元素爆发可迅速触发该武器的特效，提升队友的输出能力。', '西风猎弓': '大幅提升元素充能效率，同时武器特效可提供额外的元素能量微粒，有效缓解夜兰及其队友的充能压力。'}","['与谋者，以局入局', '入彀者，多多益善', '晃盅者，琼畟药骰', '诓惑者，接树移花', '坐庄者，三仙戏法', '取胜者，大小通吃']",https://uploadstatic.mihoyo.com/ys-obc/2022/05/10/4328207/79396e8f1225b66e201036e086dd2d8a_128490390219389789.png
2040,优菈,冰,蒙德,优菈·劳伦斯,浪沫的旋舞,女,5星,限定UP,浪沫座,骇浪派,2021年05月18日,减抗、炼金返还、自身伤害提升、自身抗打断、物理输出,古老家族出身的浪花骑士，西风骑士团游击小队队长。身为旧贵族后裔却加入了堪称死对头的西风骑士团，该事件至今仍是蒙德一大谜团。,character,双手剑,西风骑士团,"['哀叙冰玉碎屑*1', '哀叙冰玉断片*9', '哀叙冰玉块*9', '哀叙冰玉*6', '晶凝之华*46', '蒲公英籽*168', '破损的面具*18', '污秽的面具*30', '不祥的面具*36', '摩拉*2092530']","['抗争的教导*9', '抗争的指引*63', '抗争的哲学*114', '破损的面具*18', '污秽的面具*66', '不祥的面具*89', '龙王之冕*18', '智识之冕*3']","{'松籁响起之时': '该武器具有非常高的白值，副词缀物理伤害加成也十分契合优菈的输出定位。武器特效带来的攻速提升也可以让优菈的元素爆发能量层数有更高的可能性，是最契合优菈的五星大剑。', '天空之傲': '优菈的元素爆发在伤害倍率比例中占比较高，以至于该武器的副词缀对优菈来说不算特别劣势（但比不过输出向词缀是真的），武器特效的真空刃也能够享受物伤加成和敌人物抗降低带来的提升，是优菈五星武器中的一种选择。', '无工之剑': '在护盾保护下时，该武器能够提供高额的攻击力加成，有效提升角色造成的伤害。', '狼的末路': '简单直接的高额攻击力加成，在面对多波怪物时，可以在触发buff情况下让积攒优菈元素爆发，瞬间击败第二波怪物。', '螭骨剑': '螭骨剑的副词条是暴击率，武器特效又可提供全伤害加成，是泛用性和强度都非常高的一把四星大剑。但是需要有护盾类辅助角色来保持层数。', '雪葬的星银': '优菈作为冰属性物理输出大剑角色，与该武器副词缀物理伤害加成相辅相成，且可以很好地发挥该武器的武器效果。'}","['光潮的幻象', '海沫的少女', '劳伦斯的血脉', '自卑者的逞强', '骑士的素质', '高贵者的义务']",https://uploadstatic.mihoyo.com/ys-obc/2021/08/23/75276545/525f808e85fb7a13c37debaf3c7d1463_4010662131576296773.png
3387,云堇,岩,璃月,暂无,红毹婵娟,女,4星,常驻UP,虹章座,云遮玉,2021年5月21日,暂无,“云翰社”现任当家，集剧作与演唱能力于一身的璃月戏曲名角。风格自成一派，雅致柔美，恰如其人。,character,长柄武器,云翰社,"['坚牢黄玉碎屑*1', '坚牢黄玉断片*9', '坚牢黄玉块*9', '坚牢黄玉*6', '兽境王器*46', '琉璃百合*168', '破损的面具*18', '污秽的面具*30', '不祥的面具*36', '摩拉*2092530']","['勤劳的教导*9', '勤劳的指引*63', '勤劳的哲学*114', '破损的面具*18', '污秽的面具*66', '不祥的面具*89', '灰烬之心*18', '智识之冕*3']","{'薙草之稻光': '提供高额元素充能效率。', '天空之脊': '缺乏充能武器时的下位替代。', '决斗之枪': '武器特效在敌人数量较多时能提供一定量的防御力加成，提升云堇元素爆发提供的伤害加成。但由于该武器并不提供元素充能效率，一般仅在充能压力足够低时才考虑使用。', '西风长枪': '武器特效可为全队回复能量，能够降低云堇和队友的充能压力', '喜多院十文字': '武器特效可为自己回复一定量能量，能够降低云堇的充能压力', '试作星镰': '缺乏充能武器时的下位替代。'}","['飞身趟马', '诸般切末', '牙纛探海', '昇堂吊云', '翘楚名坤', '庄谐并举']",https://uploadstatic.mihoyo.com/ys-obc/2022/01/05/16314655/6f4bbe7d060f72a0c84e868887ac7a32_4711867403945994990.png
2125,早柚,风,稻妻,暂无,忍里之貉,女,4星,常驻UP,小貉座,头晕回避术·改,2021年08月10日,治疗、生物亲和、高速移动,属于终末番的忍者。身形小巧，总像没睡饱一样。,character,双手剑,终末番,"['自在松石碎屑*1', '自在松石断片*9', '自在松石块*9', '自在松石*6', '魔偶机心*46', '晶化骨髓*168', '骗骗花蜜*18', '微光花蜜*30', '原素花蜜*36', '摩拉*2092530']","['天光的教导*9', '天光的指引*63', '天光的哲学*114', '骗骗花蜜*18', '微光花蜜*66', '原素花蜜*93', '鎏金之鳞*18', '智识之冕*3']","{'雨裁': '雨裁可以为早柚提供大量元素精通，提高扩散反应的伤害和固有天赋一的全队回复，搭配六命能进一步提高早柚的治疗量。', '试作古华': '试作古华是四星武器中较为万金油的选择，附带的攻击力加成可以提高早柚元素爆发的治疗量。', '狼的末路': '狼的末路可以为早柚提供巨额攻击力，显著提高早柚元素爆发的治疗量，附带的技能还可以为全队提供不俗的攻击力加成。', '祭礼大剑': '祭礼大剑是一把功能向的四星武器，提供元素充能效率，高精炼并且命中怪物可以显著提高大世界的跑图效率。', '桂木斩长正': '桂木斩长正可以为早柚提高大量元素充能效率，保证早柚元素爆发的释放，并增加一些元素战技的伤害。'}","['一心二用之术', '理清逃跑路线', '都交给分身吧', '偷懒的新方法', '快是第一奥义', '呼呼大睡时间']",https://uploadstatic.mihoyo.com/ys-obc/2021/08/10/75276545/4f50355892c08017346ea3ab80071b9c_1725343112540399387.png
1290,钟离,岩,璃月,摩拉克斯/钟老爷子/帝君/岩王帝君,尘世闲游,男,5星,限定UP,岩王帝君座,文火慢炖腌笃鲜,2020年12月01日,治疗、控制、减抗、护盾、护盾强效、锻造返还、自身伤害提升、自身抗打断,"被往生堂请来的神秘客人,知识渊博,对各种事物都颇有见地。",character,长柄武器,璃月港,"['坚牢黄玉碎屑*1', '坚牢黄玉断片*9', '坚牢黄玉块*9', '坚牢黄玉*6', '玄岩之塔*46', '石珀*168', '史莱姆凝液*18', '史莱姆清*30', '史莱姆原浆*36', '摩拉*2092530']","['黄金的教导*9', '黄金的指引*63', '黄金的哲学*114', '史莱姆凝液*18', '史莱姆清*66', '史莱姆原浆*93', '吞天之鲸·只角*18', '智识之冕*3']","{'护摩之杖': '该武器能够同时有效提升钟离护盾的生命值与钟离的输出能力，并进一步增加钟离的生命值转化为输出能力的效率。', '贯虹之槊': '外观毕业。武器特效可大幅提升攻击力，并使钟离自身驻场输出时，护盾强度增加。', '天空之脊': '该武器的副词条所提供的元素充能效率可以有效缩短钟离释放元素爆发的间隔，通过频繁石化来应对一些机动性较强的敌人，为输出主力营造安全的输出环境。', '决斗之枪': '该武器作为纪行武器，整体强度属中上水平，只要是能够输出的长枪角色，解决对应充能问题后，携带该武器都有不错的表现。', '西风长枪': '可缓解全队充能压力，队友对能量需求较大时推荐使用。', '黑缨枪': '副词条增加生命值，适合走纯护盾流的钟离使用。同时，作为三星武器，其养成成本较低，适合过渡使用。'}","['岩者，六合引之为骨', '石者，八荒韫玉而明', '圭璋，暝仍不移其晖', '黄琮，破而不夺其坚', '苍璧，驱之长昭天理', '金玉，礼予天地四方']",https://uploadstatic.mihoyo.com/ys-obc/2021/08/23/75276545/6682780141a9e7788da99c71b1cfd5c3_6751062493374563471.png
644,重云,冰,璃月,暂无,雪融有踪,男,4星,常驻UP,乾坤锋座,山珍凉卤面,2020年09月15日,减抗、元素附魔、冷却缩减、攻速提升、派遣、自身伤害提升,驱邪世家的年轻方士，为压制自身的纯阳之体费尽心机。,character,双手剑,天衡方士,"['哀叙冰玉碎屑*1', '哀叙冰玉断片*9', '哀叙冰玉块*9', '哀叙冰玉*6', '极寒之核*46', '石珀*168', '破损的面具*18', '污秽的面具*30', '不祥的面具*36', '摩拉*2092530']","['勤劳的教导*9', '勤劳的指引*63', '勤劳的哲学*114', '破损的面具*18', '污秽的面具*66', '不祥的面具*89', '东风的吐息*18', '智识之冕*3']","{'狼的末路': '高额攻击加成，是输出角色的优选，触发技能被动也能提供团队收益', '螭骨剑': '螭骨剑能提供高额暴击与不俗的伤害加成'}","['释凌咏冰', '周天运转', '云尽光生', '浮云霜天', '真道正理', '四灵捧圣']",https://uploadstatic.mihoyo.com/ys-obc/2021/08/23/75276545/0bd80f58871b97281be47fcd6e2d7487_1302151446666002486.png
