mhy_id,name,getting,introduction,using,icon,label
795,凛风奔狼的始龀,【塞西莉亚苗圃（周二/五/日）】炼武秘境：深没之谷Ⅰ/Ⅱ/Ⅲ/Ⅳ玛乔丽【纪念品商店】兑换,暂无,【炼金】凛风奔狼的裂齿,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/d3329a711645d943ba518a1c9b06d13b_978120153363150865.png,material
796,凛风奔狼的裂齿,【塞西莉亚苗圃（周二/五/日）】炼武秘境：深没之谷Ⅱ/Ⅲ/Ⅳ合成获得,暂无,【炼金】凛风奔狼的断牙。合成武器突破素材时，有25%概率返还部分合成材料。合成武器突破素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2021/08/22/6381993/451b6018f62f60061aa9f10bbad8871d_2777826801129239192.png,material
797,凛风奔狼的断牙,【塞西莉亚苗圃（周二/五/日）】炼武秘境：深没之谷Ⅲ/Ⅳ合成获得,暂无,【炼金】凛风奔狼的怀乡。合成武器突破素材时，有25%概率返还部分合成材料。合成武器突破素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2021/08/22/6381993/3acd470d56eb8ebd1097f1a86c840c3f_3482792011308404993.png,material
798,凛风奔狼的怀乡,【塞西莉亚苗圃（周二/五/日）】炼武秘境：深没之谷Ⅳ合成获得,暂无,合成武器突破素材时，有25%概率返还部分合成材料。合成武器突破素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2021/08/22/6381993/ed6eb531c6f385d6133b0c30b4f47ce2_6225207976407893285.png,material
799,狮牙斗士的枷锁,【塞西莉亚苗圃（周三/六/日）】炼武秘境：渴水的废都Ⅰ/Ⅱ/Ⅲ/Ⅳ玛乔丽【纪念品商店】兑换,暂无,【炼金】狮牙斗士的铁链,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/6d470c1b5ee18858ccdba71d5080362f_2953572502965542317.png,material
800,狮牙斗士的铁链,【塞西莉亚苗圃（周三/六/日）】炼武秘境：渴水的废都Ⅱ/Ⅲ/Ⅳ炼金合成,暂无,【炼金】狮牙斗士的镣铐。合成武器突破素材时，有25%概率返还部分合成材料。合成武器突破素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2021/08/22/6381993/6ad72ef6621e581601eca9074c253a70_2477688830205100862.png,material
801,狮牙斗士的镣铐,【塞西莉亚苗圃（周三/六/日）】炼武秘境：渴水的废都Ⅲ/Ⅳ炼金合成,暂无,【炼金】狮牙斗士的理想。合成武器突破素材时，有25%概率返还部分合成材料。合成武器突破素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2021/08/22/6381993/4adc3d4afd68f542e98f0c3bf7efeac5_8365278384644233379.png,material
802,狮牙斗士的理想,【塞西莉亚苗圃（周三/六/日）】炼武秘境：渴水的废都Ⅳ炼金合成,她是发自真心这么希望着的：愿这个世界变得更加坚强一些。,合成武器突破素材时，有25%概率返还部分合成材料。合成武器突破素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2021/08/22/6381993/a71e216aaa6297056e887e583c6df932_602783919022092895.png,material
803,高塔孤王的破瓦,【塞西莉亚苗圃（周一/四/日）】炼武秘境：水光之城Ⅰ/Ⅱ/Ⅲ/Ⅳ玛乔丽【纪念品商店】兑换,暂无,【炼金】高塔孤王的残垣,https://uploadstatic.mihoyo.com/ys-obc/2021/08/22/6381993/4bce8cc8c5e838d034aefff36b610de8_6083960301116093023.png,material
804,高塔孤王的残垣,【塞西莉亚苗圃（周一/四/日）】炼武秘境：水光之城Ⅱ/Ⅲ/Ⅳ炼金合成,暂无,【炼金】高塔孤王的断片。合成武器突破素材时，有25%概率返还部分合成材料。合成武器突破素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2021/08/22/6381993/71f29b74fb8d894262a0e843bc9436d4_2070400447854912199.png,material
805,高塔孤王的断片,【塞西莉亚苗圃（周一/四/日）】炼武秘境：水光之城Ⅲ/Ⅳ炼金合成,暂无,【炼金】高塔孤王的碎梦。合成武器突破素材时，有25%概率返还部分合成材料。合成武器突破素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2021/08/22/6381993/7617aadaf7720ff3666b57d93bfe2361_7241511255549589517.png,material
806,高塔孤王的碎梦,【塞西莉亚苗圃（周一/四/日）】炼武秘境：水光之城Ⅳ炼金合成,暂无,合成武器突破素材时，有25%概率返还部分合成材料。合成武器突破素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2021/08/22/6381993/4c7f5f2d68758f598cdf8bebc3de7c25_1938045084620419994.png,material
807,雾海云间的铅丹,【震雷连山密宫（周二/五/日）】炼武秘境：鸣雷城墟Ⅰ/Ⅱ/Ⅲ/Ⅳ星稀【纪念品商店】兑换,暂无,【炼金】雾海云间的汞丹,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/2f87dc695a93b230f81b58fe7d10b9a2_8300674709063288302.png,material
808,雾海云间的汞丹,【震雷连山密宫（周二/五/日）】炼武秘境：鸣雷城墟Ⅱ/Ⅲ/Ⅳ炼金合成,暂无,【炼金】雾海云间的金丹。合成武器突破素材时，有25%概率返还部分合成材料。合成武器突破素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2021/08/22/6381993/e573023ff97a249e1be14dd202f7b198_1162819843933233579.png,material
809,雾海云间的金丹,【震雷连山密宫（周二/五/日）】炼武秘境：鸣雷城墟Ⅲ/Ⅳ炼金合成,暂无,【炼金】雾海云间的转还。合成武器突破素材时，有25%概率返还部分合成材料。合成武器突破素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2021/08/22/6381993/4658c53699a66b3ad716d61cc0fb4e5c_7994225703126865020.png,material
810,雾海云间的转还,【震雷连山密宫（周二/五/日）】炼武秘境：鸣雷城墟Ⅳ炼金合成,暂无,合成武器突破素材时，有25%概率返还部分合成材料。合成武器突破素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2021/08/22/6381993/36f61a67d9edcb783ded72744e5a0e8d_1717976347652230886.png,material
811,孤云寒林的光砂,【震雷连山密宫（周一/四/日）】炼武秘境：雷云祭坛Ⅰ/Ⅱ/Ⅲ/Ⅳ星稀【纪念品商店】兑换,暂无,【炼金】孤云寒林的辉岩,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/4201ab7143d55289fd1886ba26f77a2a_6975849124848265348.png,material
812,孤云寒林的辉岩,【震雷连山密宫（周一/四/日）】炼武秘境：雷云祭坛Ⅱ/Ⅲ/Ⅳ炼金合成,暂无,【炼金】孤云寒林的圣骸。合成武器突破素材时，有25%概率返还部分合成材料。合成武器突破素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/15672798bec3a90c82c4dd7b00ce6640_1082992205921294752.png,material
813,孤云寒林的圣骸,【震雷连山密宫（周一/四/日）】炼武秘境：雷云祭坛Ⅲ/Ⅳ炼金合成,暂无,【炼金】孤云寒林的神体。合成武器突破素材时，有25%概率返还部分合成材料。合成武器突破素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2021/08/22/6381993/ec0e037d00df7c07f041fa823a62a086_602013922185793455.png,material
814,孤云寒林的神体,【震雷连山密宫（周一/四/日）】炼武秘境：雷云祭坛Ⅳ炼金合成,暂无,合成武器突破素材时，有25%概率返还部分合成材料。合成武器突破素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2021/08/22/6381993/a86fb2d5384fce5d96e7abbaca63e885_1957888893081972562.png,material
815,漆黑陨铁的一粒,【震雷连山密宫（周三/六/日）】炼武秘境：古雷试炼场Ⅰ/Ⅱ/Ⅲ/Ⅳ星稀【纪念品商店】兑换,暂无,【炼金】漆黑陨铁的一片,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/7f0f21c0d2e223f879dfd8587a9363a8_4737320480455790551.png,material
816,漆黑陨铁的一片,【震雷连山密宫（周三/六/日）】炼武秘境：古雷试炼场Ⅱ/Ⅲ/Ⅳ炼金合成,暂无,【炼金】漆黑陨铁的一角。合成武器突破素材时，有25%概率返还部分合成材料。合成武器突破素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/db0dfd84e7aa2dd9f2b331e19d6e2072_1555753695015709182.png,material
817,漆黑陨铁的一角,【震雷连山密宫（周三/六/日）】炼武秘境：古雷试炼场Ⅲ/Ⅳ炼金合成,暂无,【炼金】漆黑陨铁的一块。合成武器突破素材时，有25%概率返还部分合成材料。合成武器突破素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/d8428bc5e3f70cff8a310b2ddee18887_4612042175026815045.png,material
818,漆黑陨铁的一块,【震雷连山密宫（周三/六/日）】炼武秘境：古雷试炼场Ⅳ炼金合成,暂无,合成武器突破素材时，有25%概率返还部分合成材料。合成武器突破素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2021/08/22/6381993/0f52ddaaa4cb5b199ac18c6ede6488df_4087850740504825348.png,material
819,「自由」的教导,【忘却之峡（周一/四/日）】精通秘境：霜凝祭坛Ⅰ/Ⅱ/Ⅲ/Ⅳ,自由其一，是生存的自由，即是能健全、健康地生活，而不必担心朝不保夕的自由。,【炼金】「自由」的指引（风天赋/岩天赋1）,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/2d1960fe2ce77189e18014b52982630a_2854270570499212202.png,material
820,「自由」的指引,【忘却之峡（周一/四/日）】精通秘境：霜凝祭坛Ⅱ/Ⅲ/Ⅳ炼金合成,自由其二，是漫游的自由，即是能在苍翠的土地上自由地通行，而不受阻挠的自由。,【炼金】「自由」的哲学（风天赋/岩天赋1）合成角色天赋素材时，有10%概率获得2倍产出。合成角色天赋素材时，有25%概率返还部分合成材料。,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/1145c4b5ac9012f7a30f0b7e480e5b95_3312028965203811771.png,material
821,「自由」的哲学,【忘却之峡（周一/四/日）】精通秘境：霜凝祭坛Ⅳ炼金合成,自由其三，是歌唱的自由，即是能在风之神塑造的美好土地上歌唱，让自己的心与歌一同随风而去的自由。,（风天赋/岩天赋1）合成角色天赋素材时，有10%概率获得2倍产出。合成角色天赋素材时，有25%概率返还部分合成材料。,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/127e8ff10e65542d119a1b895e091b46_8324184099114143317.png,material
822,「抗争」的教导,【忘却之峡（周二/五/日）】精通秘境：冰封废渊Ⅰ/Ⅱ/Ⅲ/Ⅳ,蒙德的历史即是抗争的历史。抗争是为了蒙德过去的一切抗争不被遗忘，如同草木突破土壤，如同恒风洞穿石墙。,【炼金】「抗争」的指引,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/30c780cb1af69170501658bf2563a95d_3648785555912655224.png,material
823,「抗争」的指引,【忘却之峡（周二/五/日）】精通秘境：冰封废渊Ⅱ/Ⅲ/Ⅳ炼金合成,蒙德的历史即是抗争的历史。抗争是为了蒙德现在的人们能够拥有自由，正如风之神吹散冰雪，正如温妮莎奋起抗争。,【炼金】「抗争」的哲学（岩天赋1/风天赋）合成角色天赋素材时，有25%概率返还部分合成材料。合成角色天赋素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/022b46bfd2a41d7729113adf96d19e7a_8156851395918081382.png,material
824,「抗争」的哲学,【忘却之峡（周二/五/日）】精通秘境：冰封废渊Ⅳ炼金合成,蒙德的历史即是抗争的历史。抗争是为了蒙德未来的诗文，也能自由地随着眷顾的风，传到远方。,（风天赋/岩天赋1）合成角色天赋素材时，有25%概率返还部分合成材料。合成角色天赋素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/fc803239634f9035664b818f08e42f08_6255025949454286240.png,material
825,「诗文」的教导,【忘却之峡（周三/六/日）】精通秘境：沉睡之国Ⅰ/Ⅱ/Ⅲ/Ⅳ,诗文是美好的心意。在美好的日子里，吹拂原野的风中飘扬着田园诗、情诗，如和风拨动草叶般拨动人们的心。,【炼金】「诗文」的指引,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/7c4cad50ea9d8efbb5cdcca9c110e290_2855138637490528691.png,material
826,「诗文」的指引,【忘却之峡（周三/六/日）】精通秘境：沉睡之国Ⅱ/Ⅲ/Ⅳ炼金合成,诗文是激励的心意。在黯淡的日子里，穿过巷道的风中低语着愤怒的诗文，如同战鼓，如同风暴前的低鸣。,【炼金】「诗文」的哲学（风天赋/岩天赋1）合成角色天赋素材时，有10%概率获得2倍产出。合成角色天赋素材时，有25%概率返还部分合成材料,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/7b726840ef48b8c43f702dafd02d3fd1_3828380004763806354.png,material
828,「诗文」的哲学,【忘却之峡（周三/六/日）】精通秘境：沉睡之国Ⅳ炼金合成,诗文是传颂的心意。即使一切都将逝去，即使一切都将不再，随风而行的诗歌，仍会将此世间一切美好传遍天空、大地与海洋的一切角落。,（风天赋、岩天赋1）合成角色天赋素材时，有10%概率获得2倍产出。合成角色天赋素材时，有25%概率返还部分合成材料,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/86fd228ce3aa9b5f4541b34c2ac6c3b4_2768286836747901422.png,material
830,「繁荣」的教导,【太山府（周一/四/日）】精通秘境：炽炎祭场Ⅰ/Ⅱ/Ⅲ/Ⅳ,繁荣是璃月的恩惠，是璃月的神与人共同建立的伟大城市，是璃月的大地安全和平的源泉。,【炼金】「繁荣」的指引（岩天赋2/岩天赋）,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/8653105260b2d2e039ef7e2e154f6d6b_3899316388478300433.png,material
831,「繁荣」的指引,【太山府（周一/四/日）】精通秘境：炽炎祭场Ⅱ/Ⅲ/Ⅳ炼金合成,繁荣是璃月对它的子女的许诺：以繁荣回报勤劳者，以黄金照亮这片土地。,【炼金】「繁荣」的哲学（岩天赋2/岩天赋）合成角色天赋素材时，有25%概率返还部分合成材料。合成角色天赋素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/26f915d93ca74fc9a520f3a1bdc5427f_3255367856372646779.png,material
832,「繁荣」的哲学,【太山府（周一/四/日）】精通秘境：炽炎祭场Ⅳ炼金合成,繁荣是璃月的过去、现在与未来。在此世间一切国度都无法企及的繁荣，均归于璃月，以及璃月的子女。,合成角色天赋素材时，有25%概率返还部分合成材料。合成角色天赋素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/08fd7ca78f0a3d76943dcabb8c4c984d_4225296401185479449.png,material
833,「勤劳」的教导,【太山府（周二/五/日）】精通秘境：深炎之底Ⅰ/Ⅱ/Ⅲ/Ⅳ,勤劳即为通过人的努力，克服高山与大海，追求繁荣与黄金的勇气与力量。,【炼金】「勤劳」的指引,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/12f2a859b67f466b283098b1b018a898_8110279582179675735.png,material
834,「勤劳」的指引,【太山府（周二/五/日）】精通秘境：深炎之底Ⅱ/Ⅲ/Ⅳ炼金合成,勤劳是流传在璃月人血脉中的催化剂，能将岩石化为黄金，是伟大商港之所以为伟大商港的原因。,【炼金】「勤劳」的哲学（岩天赋2/岩天赋）合成角色天赋素材时，有25%概率返还部分合成材料。合成角色天赋素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/a28104baf04e93246d2fe4fb0e0e90ab_2677734073457321193.png,material
835,「勤劳」的哲学,【太山府（周二/五/日）】精通秘境：深炎之底Ⅳ炼金合成,勤劳即为相信自己，即为相信通过汗水、智慧与力量，在诸神的土地上，人人都可以拥有自己的一席之地。,（岩天赋2/岩天赋）合成角色天赋素材时，有25%概率返还部分合成材料。合成角色天赋素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/7bcdfc964568483041339346b20ac870_8802895355053984746.png,material
836,「黄金」的教导,【太山府（周三/六/日）】精通秘境：焚尽之环Ⅰ/Ⅱ/Ⅲ/Ⅳ,黄金是流淌在璃月土地深处的血液，是鼓动璃月的心脏有力搏动的肌肉，是让璃月傲然挺立的筋骨。,【炼金】「黄金」的指引,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/6e0e2f2510f05497ea118f3aad7b5633_5401334521771576469.png,material
837,「黄金」的指引,【太山府（周三/六/日）】精通秘境：焚尽之环Ⅱ/Ⅲ/Ⅳ炼金合成,黄金意味着转换，这是璃月的岩山、大地、港城与人们的默契。在璃月，勤劳被转换为黄金，而黄金被转换为繁荣。,【炼金】「黄金」的哲学（岩天赋2/岩天赋）合成角色天赋素材时，有25%概率返还部分合成材料。合成角色天赋素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/ad5f25e5cfa9531092ec9fabaa835852_6094089695281847090.png,material
838,「黄金」的哲学,【太山府（周三/六/日）】精通秘境：焚尽之环Ⅳ炼金合成,黄金是璃月的财富。但璃月真正的财富，是璃月的人们那如黄金般闪耀的心灵。,（岩天赋2/岩天赋）合成角色天赋素材时，有25%概率返还部分合成材料。合成角色天赋素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/5c31d23006a125fe771fe295a92ea661_8115507080777026141.png,material
839,璀璨原钻碎屑,冒险等阶奖励,暂无,暂无,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/98f0da9b189754e72362dab09cc60487_7147191213483796656.png,material
840,璀璨原钻断片,冒险等阶奖励,暂无,暂无,https://uploadstatic.mihoyo.com/ys-obc/2021/08/22/6381993/a3b667277853e2c0f9f4bc930da50604_7355236429925336852.png,material
841,璀璨原钻块,冒险等阶奖励,暂无,暂无,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/f7f839e10d22734959f59811546decad_7147308181771594616.png,material
842,璀璨原钻,冒险等阶奖励,暂无,暂无,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/9c650a48c97468cf994a9035507ee1a4_9038839902523598045.png,material
853,燃愿玛瑙碎屑,爆炎树、北风的王狼、古岩龙蜥、无相之火亚因、半永恒统辖矩阵挑战奖励【「伏龙树」之底】追忆：摇撼山岳之龙Ⅰ/Ⅱ/Ⅲ/Ⅳ【鸣神岛·天守】追忆：红莲的真剑试合Ⅰ/Ⅱ/Ⅲ/Ⅳ玛乔丽【纪念品商店】、星稀【纪念品商店】兑换用途：角色突破素材,爆炎树、北风的王狼、古岩龙蜥、无相之火亚因、半永恒统辖矩阵挑战奖励【「伏龙树」之底】追忆：摇撼山岳之龙Ⅰ/Ⅱ/Ⅲ/Ⅳ【鸣神岛·天守】追忆：红莲的真剑试合Ⅰ/Ⅱ/Ⅲ/Ⅳ玛乔丽【纪念品商店】、星稀【纪念品商店】兑换,【炼金】燃愿玛瑙断片,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/f28118a7af63ddc06f9bf6d4fe2c269b_9096455923637930781.png,material
854,燃愿玛瑙断片,【40级以上】爆炎树、北风的王狼、古岩龙蜥、无相之火、半永恒统辖矩阵挑战奖励【「伏龙树」之底】追忆：摇撼山岳之龙Ⅰ/Ⅱ/Ⅲ/Ⅳ【鸣神岛·天守】追忆：红莲的真剑试合Ⅰ/Ⅱ/Ⅲ/Ⅳ合成获得,暂无,【炼金】燃愿玛瑙块,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/615a1c099bb63b1dd994c6fa03286eb7_139347258334047132.png,material
855,燃愿玛瑙块,【60级以上】爆炎树、北风的王狼、古岩龙蜥、无相之火亚因、半永恒统辖矩阵挑战奖励【「伏龙树」之底】追忆：摇撼山岳之龙Ⅰ/Ⅱ/Ⅲ/Ⅳ【鸣神岛·天守】追忆：红莲的真剑试合Ⅰ/Ⅱ/Ⅲ/Ⅳ合成获得,「最后为了梦在劫火中燃尽。」,【炼金】燃愿玛瑙,https://uploadstatic.mihoyo.com/ys-obc/2021/08/22/6381993/8379b8f7746d179d7dc9a0408041d1da_7914601345197629252.png,material
856,燃愿玛瑙,【75级以上】爆炎树、北风的王狼、古岩龙蜥、无相之火亚因、半永恒统辖矩阵挑战奖励【「伏龙树」之底】追忆：摇撼山岳之龙Ⅲ/Ⅳ【鸣神岛·天守】追忆：红莲的真剑试合Ⅲ/Ⅳ合成获得,「最后为了梦在劫火中燃尽。「灰烬中如果留下了最初的心，那他就达成了██的真实。」,暂无,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/014d20304434a5e494ab63744541e175_6699910120498551653.png,material
857,哀叙冰玉碎屑,无相之冰塔勒特、急冻树、北风的王狼、古岩龙蜥、魔偶剑鬼、恒常机关阵列、深海龙蜥之群、兆载永劫龙兽挑战奖励【进入「黄金屋」】追忆：黄金与孤影Ⅰ/Ⅱ/Ⅲ/Ⅳ【「伏龙树」之底】追忆：摇撼山岳之龙Ⅰ/Ⅱ/Ⅲ/Ⅳ【鸣神岛·天守】追忆：红莲的真剑试合Ⅰ/Ⅱ/Ⅲ/Ⅳ玛乔丽【纪念品商店】、星稀【纪念品商店】兑换用途：角色突破素材,无相之冰塔勒特、急冻树、北风的王狼、古岩龙蜥、魔偶剑鬼、恒常机关阵列、深海龙蜥之群、兆载永劫龙兽挑战奖励【进入「黄金屋」】追忆：黄金与孤影Ⅰ/Ⅱ/Ⅲ/Ⅳ【「伏龙树」之底】追忆：摇撼山岳之龙Ⅰ/Ⅱ/Ⅲ/Ⅳ【鸣神岛·天守】追忆：红莲的真剑试合Ⅰ/Ⅱ/Ⅲ/Ⅳ玛乔丽【纪念品商店】、星稀【纪念品商店】兑换,【炼金】哀叙冰玉断片,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/0a92de5d758106eeee1244a242f35260_6837674332923139510.png,material
858,哀叙冰玉断片,无相之冰塔勒特、急冻树、北风的王狼、古岩龙蜥、魔偶剑鬼、恒常机关阵列、深海龙蜥之群、兆载永劫龙兽挑战奖励【进入「黄金屋」】追忆：黄金与孤影Ⅰ/Ⅱ/Ⅲ/Ⅳ【「伏龙树」之底】追忆：摇撼山岳之龙Ⅰ/Ⅱ/Ⅲ/Ⅳ【鸣神岛·天守】追忆：红莲的真剑试合Ⅰ/Ⅱ/Ⅲ/Ⅳ合成获得,【炼金】哀叙冰玉块,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/5e8bc93c3fb60d77b6363292f98cbb84_8442728250190718596.png,material
859,哀叙冰玉块,【60级以上】无相之冰塔勒特、急冻树、北风的王狼、古岩龙蜥、魔偶剑鬼、恒常机关阵列、深海龙蜥之群、兆载永劫龙兽挑战奖励【进入「黄金屋」】追忆：黄金与孤影Ⅰ/Ⅱ/Ⅲ/Ⅳ【「伏龙树」之底】追忆：摇撼山岳之龙Ⅰ/Ⅱ/Ⅲ/Ⅳ【鸣神岛·天守】追忆：红莲的真剑试合Ⅰ/Ⅱ/Ⅲ/Ⅳ合成获得,「让你们一起和我背负了整个世界的哀思。」,【炼金】哀叙冰玉,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/ef525d6cf66f77879e62bc012236e85c_4929556989859968422.png,material
860,哀叙冰玉,【75级以上】无相之冰塔勒特、急冻树、北风的王狼、古岩龙蜥、魔偶剑鬼、恒常机关阵列、深海龙蜥之群、兆载永劫龙兽挑战奖励【进入「黄金屋」】追忆：黄金与孤影Ⅲ/Ⅳ【「伏龙树」之底】追忆：摇撼山岳之龙Ⅰ/Ⅱ/Ⅲ/Ⅳ【鸣神岛·天守】追忆：红莲的真剑试合Ⅰ/Ⅱ/Ⅲ/Ⅳ合成获得,「你们既然能忍受我的苦寒，那心中一定都有炽烈的欲望吧？「那么，替我燃烧旧世界吧。」,暂无,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/aa59a39530f08fa3193140d42b83d38e_7862658183244704613.png,material
861,坚牢黄玉碎屑,无相之岩基末尔、古岩龙蜥、北风的王狼、恒常机关阵列、黄金王兽挑战奖励【「伏龙树」之底】追忆：摇撼山岳之龙Ⅰ/Ⅱ/Ⅲ/Ⅳ玛乔丽【纪念品商店】、星稀【纪念品商店】兑换用途：角色突破素材,无相之岩基末尔、古岩龙蜥、北风的王狼、恒常机关阵列、黄金王兽挑战奖励【「伏龙树」之底】追忆：摇撼山岳之龙Ⅰ/Ⅱ/Ⅲ/Ⅳ玛乔丽【纪念品商店】、星稀【纪念品商店】兑换,【炼金】坚牢黄玉断片,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/36f4aafe51598134284ce568fbe09549_5581591031855309446.png,material
862,坚牢黄玉断片,【40级以上】无相之岩基末尔、古岩龙蜥、北风的王狼、恒常机关阵列、黄金王兽挑战奖励【「伏龙树」之底】追忆：摇撼山岳之龙Ⅰ/Ⅱ/Ⅲ/Ⅳ炼金合成,暂无,【炼金】坚牢黄玉块,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/169abdbbb1e79d89131543f944e42e1d_6255025949454286240.png,material
863,坚牢黄玉块,【60级以上】无相之岩基末尔、古岩龙蜥、北风的王狼、恒常机关阵列、黄金王兽挑战奖励【「伏龙树」之底】追忆：摇撼山岳之龙Ⅰ/Ⅱ/Ⅲ/Ⅳ炼金合成,「我在以这样的方式，为人类一切的汗水、智慧和未来做担保。」,【炼金】坚牢黄玉,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/34f50cfffa1c4e7ed3bf2a2594010066_5338385757676696792.png,material
864,坚牢黄玉,【75级以上】无相之岩基末尔、古岩龙蜥、北风的王狼、恒常机关阵列、黄金王兽挑战奖励【「伏龙树」之底】追忆：摇撼山岳之龙Ⅲ/Ⅳ炼金合成,「我在以这样的方式，为人类一切的汗水、智慧和未来做担保。「这是我对众生的信任，辜负了它就是玷污了我的血。」,暂无,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/d6022056bb2249ab5109f9754f70346e_8329076876407982317.png,material
865,涤净青金碎屑,纯水精灵、古岩龙蜥、无相之水、兆载永劫龙兽挑战奖励【进入「黄金屋」】追忆：黄金与孤影Ⅰ/Ⅱ/Ⅲ/Ⅳ【「伏龙树」之底】追忆：摇撼山岳之龙Ⅰ/Ⅱ/Ⅲ/Ⅳ【深入风龙废墟】追忆：暴风般狂啸之龙Ⅰ/Ⅱ/Ⅲ/Ⅳ/V/VI玛乔丽【纪念品商店】、星稀【纪念品商店】兑换用途：角色突破素材,纯水精灵、古岩龙蜥、无相之水、兆载永劫龙兽挑战奖励【进入「黄金屋」】追忆：黄金与孤影Ⅰ/Ⅱ/Ⅲ/Ⅳ【「伏龙树」之底】追忆：摇撼山岳之龙Ⅰ/Ⅱ/Ⅲ/Ⅳ【深入风龙废墟】追忆：暴风般狂啸之龙Ⅰ/Ⅱ/Ⅲ/Ⅳ/V/VI玛乔丽【纪念品商店】、星稀【纪念品商店】兑换,【炼金】涤净青金断片,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/02015dc82333ae199ffad83d37fcb562_1304199948204271151.png,material
