mhy_id,name,getting,introduction,using,icon,label
866,涤净青金断片,【40级以上】纯水精灵、古岩龙蜥、无相之水、兆载永劫龙兽挑战奖励【进入「黄金屋」】追忆：黄金与孤影Ⅰ/Ⅱ/Ⅲ/Ⅳ【「伏龙树」之底】追忆：摇撼山岳之龙Ⅰ/Ⅱ/Ⅲ/Ⅳ【深入风龙废墟】追忆：暴风般狂啸之龙Ⅰ/Ⅱ/Ⅲ/Ⅳ/V/VI合成获得,暂无,【炼金】涤净青金块,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/c386aa328e77353ce8bdcbce861eef9e_7997237978580269301.png,material
867,涤净青金块,【60级以上】纯水精灵、古岩龙蜥、无相之水、兆载永劫龙兽挑战奖励【进入「黄金屋」】追忆：黄金与孤影Ⅰ/Ⅱ/Ⅲ/Ⅳ【「伏龙树」之底】追忆：摇撼山岳之龙Ⅰ/Ⅱ/Ⅲ/Ⅳ【深入风龙废墟】追忆：暴风般狂啸之龙Ⅲ/Ⅳ/V/VI合成获得,「我要纠正你，在这里，人并不对神背负罪孽……」,【炼金】涤净青金,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/64866b4caed630dc0e1d58ed66988caf_2636159201559684490.png,material
868,涤净青金,【75级以上】纯水精灵、古岩龙蜥、无相之水、兆载永劫龙兽挑战奖励【进入「黄金屋」】追忆：黄金与孤影Ⅲ/Ⅳ【「伏龙树」之底】追忆：摇撼山岳之龙Ⅲ/Ⅳ【深入风龙废墟】追忆：暴风般狂啸之龙V/VI合成获得,「我要纠正你，在这里，人并不对神背负罪孽，能下达判决的只有法律与裁判庭。「他们甚至连我也可以裁判。赞美我的崇高与纯洁吧。」,暂无,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/516df2aacb13aaabbf3c8866fccbccb6_3445839018128305849.png,material
869,最胜紫晶碎屑,无相之雷阿莱夫、雷音权现、古岩龙蜥、掣电树挑战奖励【深入风龙废墟】追忆：暴风般狂啸之龙Ⅰ/Ⅱ/Ⅲ/Ⅳ/V/VI【进入「黄金屋」】追忆：黄金与孤影Ⅰ/Ⅱ/Ⅲ/Ⅳ【「伏龙树」之底】追忆：摇撼山岳之龙Ⅰ/Ⅱ/Ⅲ/Ⅳ玛乔丽【纪念品商店】、星稀【纪念品商店】兑换用途：角色突破,无相之雷阿莱夫、雷音权现、古岩龙蜥、掣电树挑战奖励【深入风龙废墟】追忆：暴风般狂啸之龙Ⅰ/Ⅱ/Ⅲ/Ⅳ/V/VI【进入「黄金屋」】追忆：黄金与孤影Ⅰ/Ⅱ/Ⅲ/Ⅳ【「伏龙树」之底】追忆：摇撼山岳之龙Ⅰ/Ⅱ/Ⅲ/Ⅳ玛乔丽【纪念品商店】、星稀【纪念品商店】兑换,【炼金】最胜紫晶断片,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/906e63768d1cd8705c47e45198de37ca_847839000831274611.png,material
870,最胜紫晶断片,【40级以上】无相之雷阿莱夫、古岩龙蜥、雷音权现、掣电树挑战奖励【深入风龙废墟】追忆：暴风般狂啸之龙Ⅰ/Ⅱ/Ⅲ/Ⅳ/V/VI【进入「黄金屋」】追忆：黄金与孤影Ⅰ/Ⅱ/Ⅲ/Ⅳ【「伏龙树」之底】追忆：摇撼山岳之龙Ⅰ/Ⅱ/Ⅲ/Ⅳ炼金合成,暂无,【炼金】最胜紫晶块,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/2b54a434925724d39f56f4b3f57ab6fc_1180444687193989795.png,material
871,最胜紫晶块,【60级以上】无相之雷阿莱夫、古岩龙蜥、雷音权现、掣电树挑战奖励【深入风龙废墟】追忆：暴风般狂啸之龙Ⅲ/Ⅳ/V/VI【进入「黄金屋」】追忆：黄金与孤影Ⅰ/Ⅱ/Ⅲ/Ⅳ【「伏龙树」之底】追忆：摇撼山岳之龙Ⅰ/Ⅱ/Ⅲ/Ⅳ炼金合成,「应持天下之大权。」,【炼金】最胜紫晶,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/845235358a435ee16786ada298a38011_2580159734400123651.png,material
872,最胜紫晶,【75级以上】无相之雷阿莱夫、古岩龙蜥、雷音权现、掣电树挑战奖励【深入风龙废墟】追忆：暴风般狂啸之龙V/VI【进入「黄金屋」】追忆：黄金与孤影Ⅲ/Ⅳ【「伏龙树」之底】追忆：摇撼山岳之龙Ⅲ/Ⅳ炼金合成,「应持天下之大权。「此身曾许诺予臣民一梦，既是千世万代不变不移的『永恒』。」,暂无,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/a2591190e04b1c89ba32f857a61bc39e_7429518283958958425.png,material
873,自在松石碎屑,无相之风贝特、魔偶剑鬼、半永恒统辖矩阵挑战奖励【深入风龙废墟】追忆：暴风般狂啸之龙Ⅰ/Ⅱ/Ⅲ/Ⅳ/V/VI玛乔丽【纪念品商店】、星稀【纪念品商店】兑换用途：角色突破素材,无相之风贝特、魔偶剑鬼、半永恒统辖矩阵挑战奖励【深入风龙废墟】追忆：暴风般狂啸之龙Ⅰ/Ⅱ/Ⅲ/Ⅳ/V/VI玛乔丽【纪念品商店】、星稀【纪念品商店】兑换,【炼金】自在松石断片,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/9326ccaf9ca5e34d7fc53d79c7310109_1307536599009083303.png,material
874,自在松石断片,【40级以上】无相之风贝特、魔偶剑鬼、半永恒统辖矩阵挑战奖励【深入风龙废墟】追忆：暴风般狂啸之龙Ⅰ/Ⅱ/Ⅲ/Ⅳ/V/VI合成获得,暂无,【炼金】自在松石块,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/fa085fd6c5021ea8d98ea4b5aaf428af_6614295546570640121.png,material
875,自在松石块,【60级以上】无相之风贝特、魔偶剑鬼、半永恒统辖矩阵挑战奖励【深入风龙废墟】追忆：暴风般狂啸之龙Ⅲ/Ⅳ/V/VI合成获得,「终有一天，会吹向更有光亮的方向。」,【炼金】自在松石,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/fffe22c6528ca302860460dead422697_7582588458540451186.png,material
876,自在松石,【75级以上】无相之风贝特、魔偶剑鬼、半永恒统辖矩阵挑战奖励【深入风龙废墟】追忆：暴风般狂啸之龙V/VI合成获得,「终有一天，会吹向更有光亮的方向。「从今往后，带着我的祝福，活得更加从容一些吧。」,暂无,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/78a3adf3df7d85a024f1582a336fd52b_6094089695281847090.png,material
877,雷光棱镜,【0级以上】无相之雷阿莱夫挑战奖励,暂无,暂无,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/0c998e6c6bfab77a61900b82432bf432_5838412475886667576.png,material
878,飓风之种,【0级以上】无相之风贝特挑战奖励,暂无,飓风之种*10；风车菊*0；水晶块*50能够容纳风种子，并利用风种子的能量产生风场的实用道具。,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/43f7d0612fc1f84a93c071b279263afa_4833571066521916623.png,material
879,玄岩之塔,【0级以上】无相之岩基末尔挑战奖励,暂无,暂无,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/8ab0d155c2ddab3083d79d4a0ef2a381_7673455857106008756.png,material
880,东风之翎,【深入风龙废墟】追忆：暴风般狂啸之龙Ⅳ/V/VI,是经历了千年之风的龙之羽。追求自由的本心使它几乎唤起轻风，好逃离现今的桎梏；但它的旧主对你的赏识，使它留在了你的掌心里。,暂无,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/88d7d0a752d3807b03758dbf219fb651_7348189405847651970.png,material
881,东风之爪,【深入风龙废墟】追忆：暴风般狂啸之龙Ⅳ/V/VI,因为过去撕裂了伟大魔龙「杜林」的血肉的缘故，过去曾蕴含骇人的猛毒。但经过你的净化与治愈，其中躁动的毒性终于平息。,暂无,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/dacaa0fa40b4aaa6316cab027f65304b_6625224617019671842.png,material
882,东风的吐息,【深入风龙废墟】追忆：暴风般狂啸之龙Ⅳ/V/VI,它的身躯是优美而通透的，信风与龙卷都愿为它效力。只要乘风而行，风就是它的同伴、它的歌声与它的自由。而它的敌人，就是一千种名字各异的风的敌人。,（风天赋/岩天赋1）,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/9596047f216ac96ccaaffe6c43644f08_5925221769309945736.png,material
883,北风之尾,【70级以上】北风的王狼挑战奖励,失去了生命与形体的北风王狼仍有超越凡俗的伟大力量。为了迎接挑战而用冰与风复现的形体也无法容下它的全部，少数灵魂附在了在战斗中脱落的冰鳞上。,（岩天赋2/）,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/b0214957da0c6883ffd2df23ec4c497c_3216003332824745374.png,material
884,北风之环,【70级以上】北风的王狼挑战奖励,这片大地曾经北风呼啸，呼气凝霜。如砂砾的冰与雪在寒风中嚣叫，飞舞着将肌肤撕裂，让血液凝结。如今的北风王狼力量虽然不如往昔，却仍有能将大地冰封的力量。,暂无,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/bff0d1ed9be583c0f46b3a4c0007358e_5468027632780776914.png,material
885,北风的魂匣,【70级以上】北风的王狼挑战奖励,这片大地上曾经北风呼啸，呼气凝霜。但它在最终终于明白，酷烈的北风只能熄灭生命，不能滋养生命。在生命的末尾，它让自己的力量流入这片大地，永远守护大地与大地的住民。,暂无,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/615f166f07ed12d71eda1b3505f450d8_8597237464132848173.png,material
886,史莱姆凝液,史莱姆掉落星尘兑换,暂无,【炼金】史莱姆清,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/660fbb7c5fe003b6298e6c3cafcc325d_8778729123290497354.png,material
887,史莱姆清,【40级以上】史莱姆掉落合成获得星尘兑换,暂无,【炼金】史莱姆原浆合成角色与武器培养素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/0ed6ce89d9aaeabae989d6c9a58463cf_2828451300099939250.png,material
888,史莱姆原浆,【60级以上】史莱姆掉落合成获得,暂无,合成角色与武器培养素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/0938dcfc9d9ea99a29fc65728550b958_1053527276174500230.png,material
889,破损的面具,丘丘人掉落,破损的部分比完整的部分更多，已经失去了假面应有的功能。,【炼金】污秽的面具,https://uploadstatic.mihoyo.com/ys-obc/2021/09/03/6381993/cb3e22245a1096a9b254152bc646ba78_5692439672685385515.png,material
890,污秽的面具,【40级以上】丘丘人掉落炼金合成,即使这样也要戴在脸上，这就是丘丘人的执着。,【炼金】不祥的面具合成角色与武器培养素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2021/09/03/6381993/fa787bffaccff23640df75534291875f_75704713624417065.png,material
891,不祥的面具,【60级以上】丘丘人掉落炼金合成,丘丘人对面具的执着缘起为何，至今无人能解。一说认为是不愿看见自己在水中的倒影。,合成角色与武器培养素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2021/09/03/6381993/b2be21f30bb5245a00feb6a2deded0cb_2031675148510329902.png,material
892,牢固的箭簇,射手类丘丘人掉落,暂无,【炼金】锐利的箭簇（岩）,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/17cecc858a1987f46221f93c7e90b80d_7416902126626803413.png,material
893,锐利的箭簇,【40级以上】射手类丘丘人掉落炼金合成,暂无,【炼金】历战的箭簇（岩）合成角色与武器培养素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/1e41c7f972a4829cd2aa316df8916a70_7545862524070256041.png,material
894,历战的箭簇,【60级以上】射手类丘丘人掉落炼金合成,但它也代表着猎手的骄傲，是它们的护身符与奖章。&nbsp;,（岩）合成角色与武器培养素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/b162664815ff511699fb46f9f78871c9_5579547649660428647.png,material
895,导能绘卷,丘丘萨满掉落星尘兑换,暂无,【炼金】封魔绘卷,https://uploadstatic.mihoyo.com/ys-obc/2020/09/18/75833613/9ce97f5458fa8188e9ba72b0fb4e4d26_668150835826758847.png,material
896,封魔绘卷,【40级以上】丘丘萨满掉落星尘兑换合成获得,暂无,【炼金】禁咒绘卷合成角色与武器培养素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/7a026c65e7210afd7f8613181762b126_2375856581086563724.png,material
897,禁咒绘卷,【60级以上】丘丘萨满掉落炼金合成,暂无,合成角色与武器培养素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/7ca6205e95ad0bb14fac2c116a1f57de_495858440380249231.png,material
898,寻宝鸦印,盗宝团掉落,暂无,【炼金】藏银鸦印,https://uploadstatic.mihoyo.com/ys-obc/2021/09/03/6381993/79eb16c6794647805f6d3b95b4b515e9_2857566842739421361.png,material
899,藏银鸦印,【40级以上】盗宝团掉落合成获得,盗宝团不问出身，无论何者，只要怀着贪求宝藏的心，有铤而走险的胆识，都可以成为「优秀」的成员。,【炼金】攫金鸦印合成角色与武器培养素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2021/09/03/6381993/1f2b109867f9fc93fdb6335d3d6fa043_2283041879932776650.png,material
900,攫金鸦印,【60级以上】盗宝团掉落合成获得,只要广袤的大地上、幽邃的深渊里、未知的海洋中仍有待发掘的秘宝，那么手段不论地征服宝藏的盗宝之魂，就永远不会熄灭。,合成角色与武器培养素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2021/09/03/6381993/bc524214471676405efd72a320c47c38_2050221028437321321.png,material
901,沉重号角,丘丘暴徒、丘丘王类怪物掉落,暂无,【炼金】黑铜号角,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/c7fedf6aa4861e652582874e1edef799_2075939713023695612.png,material
902,黑铜号角,40级以上丘丘暴徒掉落合成获得,暂无,【炼金】黑晶号角合成角色与武器培养素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/dc12a92a6756ca3d555c39622900c90a_7272057994795810132.png,material
903,黑晶号角,60级以上丘丘暴徒掉落合成获得,暂无,合成角色与武器培养素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/91263187daec297c40ad4424c5bfe449_8452851058212709451.png,material
904,地脉的旧枝,深渊法师掉落,暂无,【炼金】地脉的枯叶,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/b42b2c3da9f901019914b125451d216a_3771817320621521173.png,material
905,地脉的枯叶,【40级以上】深渊法师掉落炼金合成,暂无,【炼金】地脉的新芽合成角色与武器培养素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/787177c4e08f7b89b0349f6a6e1e7e70_6456249785403380670.png,material
906,地脉的新芽,【60级以上】深渊法师掉落炼金合成,暂无,合成角色与武器培养素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/0d0b23efc1066e93b183d2e0ccee66ce_1319754330906304673.png,material
907,混沌装置,遗迹守卫掉落,暂无,【炼金】混沌回路,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/23abf836d43695ea2e1ccde361c16619_4347147939744809681.png,material
908,混沌回路,40级以上遗迹守卫掉落合成获得,暂无,【炼金】混沌炉心,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/25fbf43c03fb16d6d95d875015afb280_5339790096182066691.png,material
909,混沌炉心,60级以上遗迹守卫、遗迹猎者掉落合成获得,暂无,暂无,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/9870089f9757707b4e2cf61518d500ff_4230090716608313614.png,material
910,雾虚花粉,愚人众·萤术士掉落,暂无,【炼金】雾虚草囊,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/ff607cbb679890f8f31df3e606ccb9bf_6301907248788697791.png,material
911,雾虚草囊,【40级以上】愚人众·萤术士掉落炼金合成,暂无,【炼金】雾虚灯芯合成角色与武器培养素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/1db2bab55e6bae80ce8d8df31bdc5600_5754548555487043922.png,material
912,雾虚灯芯,【60级以上】愚人众·萤术士掉落炼金合成,暂无,合成角色与武器培养素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/f4d443d09f3dc298e02900a856f0e417_2422212627774652997.png,material
913,猎兵祭刀,债务处理人掉落,暂无,【炼金】特工祭刀,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/65bb53d9859ca06b1781ed67dd0922a1_3445839018128305849.png,material
914,特工祭刀,【40级以上】债务处理人掉落炼金合成获得,暂无,【炼金】督察长祭刀合成角色与武器培养素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/7729b2bad9d4dfd9c92b4213694aa063_8092164369854212020.png,material
915,督察长祭刀,【60级以上】债务处理人掉落炼金合成,暂无,合成角色与武器培养素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2020/07/01/80410800/98e7ca462c2b69ca073a440227bad9c2_8470888327819885085.png,material
916,新兵的徽记,愚人众掉落,暂无,【炼金】士官的徽记,https://uploadstatic.mihoyo.com/ys-obc/2021/09/03/6381993/93d9ac2c52f05a9c3d54a6038cdce4da_4144160672520912773.png,material
917,士官的徽记,【40级以上】愚人众掉落炼金合成,暂无,【炼金】尉官的徽记合成角色与武器培养素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2021/09/03/6381993/968819648ccb41b2c773970d2519966f_5460595098269343460.png,material
918,尉官的徽记,【60级以上】愚人众掉落炼金合成,暂无,合成角色与武器培养素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2021/09/03/6381993/3c3849495314b55b89eda4ddf36b9aad_3496561643278867261.png,material
1023,流浪者的经验,冒险与探索奖励、任务奖励、活动奖励、地脉衍出·启示之花和邮件获取,角色经验素材。含有1000点经验值。如果不在大陆七国生活，这些经验还是很必要的。,暂无,https://uploadstatic.mihoyo.com/ys-obc/2020/07/20/15568211/2be9d116e7eb9c9189599ccf768185c9_3704736265069844722.png,material
1024,冒险家的经验,冒险与探索奖励、任务奖励、活动奖励、南风之狮的庙宇、地脉衍出·启示之花、大地纪行、游戏商城中星尘兑换和邮件获取,角色经验素材。含有5000点经验值。如果踏上了前人未至的秘境，这些经验还是很重要的。,暂无,https://uploadstatic.mihoyo.com/ys-obc/2020/07/20/15568211/81f42f1f48a4f381c17f0d7e8cb934f3_8834823113849099838.png,material
1025,大英雄的经验,解决事件报酬、活动奖励、地脉衍出·启示之花、无体力消耗的秘境、尘歌壶商店兑换、珍珠纪行、部分宝箱以及邮件获取,角色经验素材。含有20000点经验值。如果向往着天空岛而在大陆开始巡礼，这些经验可称得上弥足珍贵。,暂无,https://uploadstatic.mihoyo.com/ys-obc/2020/07/20/15568211/d50fb37e3954b2b7105c61cf8f442c6e_7679619291811796065.png,material
1062,常燃火种,【0级以上】爆炎树掉落,大地深处湍流不息的能量中运载着无穷的愿望。挟着烈火凭依在植物上，使它恒常地燃烧，并且渴望用爆裂的火炎洗净一切的，又是什么样的愿望呢。,暂无,https://uploadstatic.mihoyo.com/ys-obc/2020/09/16/75795471/5ad2bf864e0146cd7e1bc92071eb230f_8341076299196224037.png,material
1063,原素花蜜,【60级以上】骗骗花掉落炼金合成,骗骗花欺瞒猎物是为了狩猎，而狩猎进食或许是为了进化成某种更强大、更纯粹的姿态吧…,合成角色与武器培养素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2020/09/27/75833613/2b3053e9e39ae135ce023fc68a60028e_4588075990998225126.png,material
1064,微光花蜜,【40级以上】骗骗花掉落炼金合成,学界一般认为骗骗花是元素植物的高级生命形态，但始终无法解明它的掠食习性。,【炼金】原素花蜜合成角色与武器培养素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2020/09/27/75833613/d42b32ab1bb03723a49d0ded97bdd537_2011283817152457608.png,material
1065,骗骗花蜜,尝起来和甜甜花的味道有些微妙地相似。,【炼金】微光花蜜,https://uploadstatic.mihoyo.com/ys-obc/2020/09/27/75833613/265e4fe6d06ce44f83e85c3dfb9d9982_1139737533713451933.png,material
1070,极寒之核,【0级以上】急冻树掉落,暂无,【0级以上】急冻树掉落描述：急冻树被击败后，裸露出的原核。其中蕴含纯净的冰元素。在大地深处中奔涌的能量与思念终归会喷发。就连哀思般沉寂的寒霜，也会附着在地面上的生命形态当中；即使原本不该狩猎的生灵的藤蔓植物，也会变得庞大而凶悍吧。,https://uploadstatic.mihoyo.com/ys-obc/2020/09/16/15568211/0581082d81020c68a0ff2a999f5dd607_4574892077401834723.png,material
1071,脆弱的骨片,幼岩龙蜥、岩龙蜥、深海龙蜥掉落,尽管十分脆弱，其中似乎蕴含着某种难以言喻的力量。,【炼金】结实的骨片,https://uploadstatic.mihoyo.com/ys-obc/2020/09/16/75833613/f65a90de4d805ce08ffac61a46303196_1291928634512639455.png,material
1072,结实的骨片,【40级以上】幼岩龙蜥、岩龙蜥、深海龙蜥掉落炼金合成,看上去有一定的年头。即使是这种不通人言的龙兽，似乎对这种遗骸也拥有某种特殊的憧憬。,【炼金】石化的骨片合成角色与武器培养素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2020/09/16/75833613/cf904c507c44d04f1dc5fbd3fd65c114_7550771278090112481.png,material
1073,石化的骨片,【60级以上】幼岩龙蜥、岩龙蜥、深海龙蜥掉落炼金合成,龙蜥都梦想着成长为真正的龙。会把古老的化石认作是龙之骨而加以珍惜，或许是因为希冀着龙的永恒与强大吧。,合成角色与武器培养素材时，有10%概率获得2倍产出。,https://uploadstatic.mihoyo.com/ys-obc/2020/09/16/75833613/df9ec7ebb9a6874b687ac3bb4c941d98_1201637978178429167.png,material
1075,净水之心,【0级以上】纯水精灵掉落,即使溶在了湖泊中，它的纯净也不会被稀释吧。但高洁如此的纯水精灵，又是为何渴望着地上生灵的模样，以净水模拟成生物的姿态呢，即使不需要呼吸、不需要进食…,暂无,https://uploadstatic.mihoyo.com/ys-obc/2020/09/17/75833613/d517843042fed21093e54f944b8f4f10_4133127812933523936.png,material
1217,吞天之鲸·只角,【进入「黄金屋」】追忆：黄金与孤影Ⅱ/Ⅲ/Ⅳ,传说中，命之座的图形反映着人的气质。而巡弋漆黑夜空的星辰之鲸，恐怕映照出的是粉碎一切、吞噬一切的狂傲理念吧…而接受了这一面的他，欣然唤出灭世的水之鲸，投身与你的战斗。,暂无,https://uploadstatic.mihoyo.com/ys-obc/2020/11/11/4820086/1e4e184fc305b67be19cc737c00185cb_219029947399460414.jpg,material
1218,智识之冕,限时活动奖励；蒙德龙脊雪山忍冬之树供奉11级奖励；璃月岩层巨渊地下层流明石「触媒」加工4级奖励；稻妻神樱树供奉5/15/25/5/45级奖励；须弥梦之树供奉5/15/25/5/45级奖励；,远古时期，承载与传授智识所用的仪式器具。尽管如今，智慧居于言语及典籍中，但「智识之冕」中残存的力量与智慧仍能给如今的人们带来伟大的突破吧。,所有角色10级天赋升级所需材料,https://uploadstatic.mihoyo.com/ys-obc/2020/11/11/4820086/0a91dd656723e2e6ff33ef0942720a8c_2163581096002798300.jpg,material
1219,魔王之刃·残片,【进入「黄金屋」】追忆：黄金与孤影Ⅱ/Ⅲ/Ⅳ,因为曾经抵达无穷的至暗之地，以少年的双眼目睹了那个国度的漆黑，因此不可逆地染上了不应属于这个世界的深邃色彩。纵使「邪眼」的力量与其无关，但物似主人形...,暂无,https://uploadstatic.mihoyo.com/ys-obc/2020/11/11/4820086/5a709a916a0441763b0a9756da44aa6f_3614695399288238930.jpg,material
1238,武炼之魂·孤影,【进入「黄金屋」】追忆：黄金与孤影Ⅱ/Ⅲ/Ⅳ,经过无尽历练的气势与战意在全力的厮杀中喷涌而出，物质化的产物。倘若人类拥有命运，那恐怕他的命运也为之扭曲了吧。否则，他又为何总是身处斗争的漩涡中心呢。,暂无,https://uploadstatic.mihoyo.com/ys-obc/2020/11/12/15363053/a9c6a08dd4fc9828704ba2d073955f3c_7156065979923149940.png,material
